,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,review,menu_item,type,city
8677,1,0,3.6,519,28,20,1658,1585,400,10142,115,2,13
8678,1,0,3.9,65,0,62,1909,233,700,852,1819,2,13
8679,1,0,4.0,130,0,62,2590,1152,150,10207,5004,2,13
8680,1,0,4.2,505,1,13,5091,483,550,5045,908,2,13
8681,1,0,3.7,108,4,9,2522,219,150,9483,4827,2,13
8682,1,0,3.9,57,0,62,1219,233,300,10962,2372,2,13
8683,1,0,4.0,80,30,62,1784,1075,100,10150,4393,2,13
8684,1,0,4.0,335,28,62,3118,1585,300,1479,4916,2,13
8685,1,0,4.0,1986,28,20,2447,292,800,5373,978,2,13
8686,1,0,4.0,253,30,30,1612,771,300,3442,3444,2,13
8687,1,0,3.5,49,28,62,2132,309,300,8175,810,2,13
8688,1,0,3.8,99,0,20,2705,1585,350,2131,4143,2,13
8689,1,0,3.8,184,0,62,4155,856,400,731,1127,2,13
8690,1,0,4.0,351,0,62,487,320,400,5530,2604,2,13
8691,1,0,3.9,753,4,20,1704,1273,500,9456,3282,2,13
8692,1,0,3.9,421,0,20,4589,110,800,10198,3607,2,13
8693,1,0,2.7,159,28,62,3978,1461,750,2385,911,2,13
8694,1,1,4.6,2604,1,22,1975,1464,600,12418,2234,2,13
8695,1,0,3.4,137,0,72,257,280,500,3157,2369,2,13
8696,1,0,3.8,53,44,62,3891,914,350,7830,5004,2,13
8697,1,0,3.9,211,30,11,4885,776,400,5968,5004,2,13
8698,1,0,3.8,52,0,62,2705,1585,300,12021,5004,2,13
8699,1,0,4.0,113,0,62,2746,589,400,13636,5004,2,13
8700,1,1,4.0,206,28,62,3563,1472,700,11062,2210,2,13
8701,1,0,4.1,232,28,0,455,179,500,6546,1569,2,13
8702,1,0,4.2,449,4,62,4703,1543,100,2132,5004,2,13
8703,1,0,4.3,632,30,62,3520,1450,200,5532,628,2,13
8704,1,0,4.2,369,28,72,2174,1461,600,591,4127,2,13
8705,1,1,4.1,176,30,20,2004,1587,500,13916,2642,2,13
8706,1,0,4.2,703,44,30,1891,180,450,3662,4511,2,13
8707,1,0,4.1,381,0,62,4261,83,250,2747,5004,2,13
8708,1,1,4.1,2725,0,20,759,294,800,7693,4295,2,13
8709,1,0,2.9,132,0,62,2522,563,300,931,541,2,13
8710,1,0,3.9,183,0,62,4194,1493,300,2522,5004,2,13
8711,1,0,3.9,172,1,29,3365,1461,750,9037,2164,2,13
8712,1,0,3.9,323,3,20,1111,1192,650,3691,1782,2,13
8713,1,0,3.7,171,28,62,1578,860,200,5754,3533,2,13
8714,1,0,4.3,338,42,20,3214,553,800,7650,1381,2,13
8715,1,0,4.6,409,3,20,1113,0,1000,12528,3020,2,13
8716,1,0,3.9,499,43,62,849,1634,300,1850,1494,2,13
8717,1,0,3.2,209,30,12,2205,1648,250,944,5004,2,13
8718,1,0,4.1,240,28,30,4178,949,500,5274,2274,2,13
8719,1,0,4.1,164,4,62,5117,682,500,10819,5004,2,13
8720,1,0,4.2,103,0,62,2919,535,300,12904,3734,2,13
8721,1,1,3.5,551,3,20,2445,1232,600,396,5004,2,13
8722,1,0,3.7,98,30,62,1016,1382,350,17,1535,2,13
8723,1,1,3.9,295,30,13,620,366,650,3413,5004,2,13
8724,1,0,3.6,382,42,20,4795,1033,600,3515,4975,2,13
8725,1,0,4.2,971,42,62,2001,1543,200,8423,4169,2,13
8726,1,0,3.9,439,0,20,2451,195,650,3286,5004,2,13
8727,1,0,3.9,358,0,62,896,1192,400,4434,4040,2,13
8728,1,1,4.1,367,30,20,3195,1661,1200,10950,5004,2,13
8729,1,0,4.1,414,44,12,4428,1022,300,8138,5004,2,13
8730,1,0,2.8,152,44,20,273,1202,700,2535,5004,2,13
8731,1,0,3.8,140,42,62,2705,1587,200,2203,5004,2,13
8732,1,0,3.5,80,1,62,4135,1666,250,2202,4224,2,13
8733,1,0,4.0,166,30,62,4943,1585,400,9422,5004,2,13
8734,1,0,3.9,137,30,62,3449,1643,400,13820,5004,2,13
8735,1,0,4.1,268,42,45,1957,1673,300,6549,5004,2,13
8736,1,0,4.2,450,30,13,4465,360,400,13507,5004,2,13
8737,1,1,4.1,1547,28,20,2331,163,1000,7611,2462,2,13
8738,1,0,3.9,48,28,69,4363,1117,100,11763,343,2,13
8739,1,0,4.0,53,1,29,2806,1109,600,12405,1486,2,13
8740,1,1,4.2,2123,1,20,3847,1477,800,11694,2230,2,13
8741,1,1,4.2,543,42,26,4511,1261,1000,1671,3015,2,13
8742,1,0,3.7,118,0,62,2981,264,400,674,1996,2,13
8743,1,1,4.2,2211,28,60,1546,10,1200,13544,4374,2,13
8744,1,0,3.6,218,0,20,357,284,600,3821,4906,2,13
8745,1,0,4.0,958,44,20,2916,1665,500,7165,1306,2,13
8746,1,0,3.8,111,3,20,2595,42,800,3202,2529,2,13
8747,1,0,4.1,511,43,30,3112,787,500,2029,1628,2,13
8748,1,0,4.3,723,42,62,2098,815,400,5239,3824,2,13
8749,1,0,3.7,93,4,62,2793,1624,200,897,1716,2,13
8750,1,0,2.9,67,0,20,1935,1456,500,131,3785,2,13
8751,1,0,4.1,93,42,13,958,381,600,12914,3064,2,13
8752,1,0,3.8,579,30,20,5023,1417,900,550,423,2,13
8753,1,0,4.2,55,42,9,4968,208,400,13708,523,2,13
8754,1,0,4.0,207,28,29,4028,1177,450,8011,2021,2,13
8755,1,1,4.2,1700,42,13,633,457,650,6521,1333,2,13
8756,1,0,3.9,102,3,30,442,952,400,8134,5004,2,13
8757,1,0,4.2,529,44,62,2917,1665,450,13868,1119,2,13
8758,1,1,4.2,179,30,20,4094,921,800,1413,4233,2,13
8759,1,0,4.3,245,42,62,3222,1664,600,9875,1133,2,13
8760,1,0,3.9,104,30,62,2171,815,200,2545,3073,2,13
8761,1,0,4.0,85,0,62,22,854,400,5198,2523,2,13
8762,1,0,4.5,155,30,9,4480,226,300,12883,2724,2,13
8763,0,0,4.2,3236,0,25,3373,1152,1600,2403,5004,2,13
8764,1,0,4.1,613,44,20,4849,159,500,8258,1416,2,13
8765,1,0,3.5,221,0,70,843,1115,400,3357,314,2,13
8766,1,0,3.7,666,28,20,2070,199,650,4885,297,2,13
8767,1,1,4.5,803,0,20,3370,714,800,9405,1028,2,13
8768,1,0,3.0,74,73,20,290,1152,500,13008,4564,2,13
8769,1,0,4.0,910,3,62,3111,1106,600,8182,4846,2,13
8770,1,0,3.9,85,28,62,4848,1486,300,7647,2875,2,13
8771,1,0,4.1,55,28,13,3647,500,600,2085,4443,2,13
8772,1,0,4.5,2608,42,33,700,951,500,8115,710,2,13
8773,1,1,4.4,201,42,13,4279,496,800,10006,609,2,13
8774,1,0,3.7,65,42,20,4755,97,800,5404,4562,2,13
8775,1,0,4.1,205,42,62,4787,815,250,2101,251,2,13
8776,1,0,3.7,328,0,72,372,1181,500,3733,4816,2,13
8777,1,0,4.6,4675,44,46,2659,31,1500,3387,1515,2,13
8778,1,1,4.2,488,42,13,2867,387,800,6087,3075,2,13
8779,1,0,3.8,151,30,30,5043,771,350,4178,618,2,13
8780,1,0,4.1,339,30,62,3221,545,300,1799,4213,2,13
8781,1,1,4.3,4321,28,52,3945,623,1600,291,2324,2,13
8782,1,0,4.8,186,42,30,3097,765,400,12336,5004,2,13
8783,1,0,3.8,295,42,62,615,320,500,2719,3343,2,13
8784,1,0,3.9,106,44,29,1126,915,600,10852,5004,2,13
8785,1,0,4.2,192,4,62,2757,1632,250,6027,3920,2,13
8786,1,0,4.0,108,30,62,709,327,500,5199,3561,2,13
8787,1,0,3.2,64,0,62,3500,1264,250,937,4763,2,13
8788,1,0,4.0,36,0,32,2695,773,300,11190,487,2,13
8789,1,0,4.2,53,42,30,5088,771,400,10775,1914,2,13
8790,1,0,2.5,321,28,62,4600,1237,400,2426,3356,2,13
8791,1,0,3.8,69,30,62,4699,1447,200,6418,56,2,13
8792,1,0,3.9,349,28,20,3203,607,600,2956,668,2,13
8793,1,0,3.4,277,0,66,868,1451,250,8461,160,2,13
8794,1,0,3.9,52,30,62,2720,1583,200,4466,2651,2,13
8795,1,0,4.0,186,44,2,1881,186,500,13669,2257,2,13
8796,1,0,3.1,89,0,62,2206,1370,350,2588,2883,2,13
8797,1,1,4.2,1541,0,20,3400,1050,800,2825,2358,2,13
8798,1,0,3.6,241,46,62,2948,1192,300,922,4969,2,13
8799,1,1,4.1,1064,30,21,3608,983,1200,6557,4256,2,13
8800,1,0,4.1,137,42,13,4306,450,1200,8193,5004,2,13
8801,1,0,4.1,61,42,30,1384,790,450,7774,1726,2,13
8802,1,0,3.9,171,0,62,163,1059,300,24,3783,2,13
8803,1,0,4.2,533,42,20,2880,598,600,8979,4835,2,13
8804,1,0,3.6,197,30,20,4118,595,800,5279,1323,2,13
8805,1,0,3.9,212,30,20,4348,917,500,2274,1935,2,13
8806,1,0,4.3,289,3,62,500,6,400,5340,3995,2,13
8807,1,0,4.2,147,1,9,250,213,400,13916,494,2,13
8808,1,0,2.8,91,0,62,605,1666,400,6830,4961,2,13
8809,1,0,3.9,554,44,62,1591,816,600,3351,1135,2,13
8810,1,0,3.5,240,42,20,1098,1408,1000,1096,1190,2,13
8811,1,0,4.2,171,28,13,5050,359,600,9863,3052,2,13
8812,1,1,3.9,74,0,20,2036,1330,700,9358,2073,2,13
8813,1,0,3.7,37,28,29,962,280,600,5800,4549,2,13
8814,1,0,3.9,386,28,62,4926,1472,600,8277,3454,2,13
8815,1,0,3.3,394,44,62,2051,1152,400,5448,3521,2,13
8816,1,0,3.9,135,30,62,4134,864,350,9470,1828,2,13
8817,1,0,4.3,480,42,13,4774,510,450,10040,537,2,13
8818,1,0,3.9,93,30,62,832,228,200,12243,3684,2,13
8819,1,0,3.9,441,0,62,4147,1186,500,5700,1014,2,13
8820,1,0,3.7,237,1,62,962,1567,200,3879,1141,2,13
8821,1,1,3.7,206,30,57,2830,534,1000,12016,2190,2,13
8822,1,1,4.1,220,42,20,642,1235,600,1609,2197,2,13
8823,1,0,4.1,91,28,0,1769,179,500,10334,3935,2,13
8824,1,0,4.0,229,42,30,4168,952,500,11445,2577,2,13
8825,1,1,4.3,1265,30,22,2978,919,800,12806,5004,2,13
8826,1,0,4.2,600,44,30,4378,771,900,13084,510,2,13
8827,1,0,4.0,41,3,41,5043,440,400,13118,611,2,13
8828,1,0,3.9,69,42,12,4466,1019,150,11393,3808,2,13
8829,1,0,4.1,799,30,13,3834,435,400,11776,2239,2,13
8830,1,0,4.2,340,42,30,1314,771,500,6449,799,2,13
8831,1,1,4.2,325,44,20,2088,1201,800,12298,203,2,13
8832,1,0,3.8,924,1,16,1386,482,800,11029,1665,2,13
8833,1,0,3.9,113,28,62,921,1645,200,6070,5004,2,13
8834,1,0,4.0,1310,28,20,2102,623,750,8163,4237,2,13
8835,1,0,3.9,676,0,20,2556,1152,500,2944,4283,2,13
8836,1,0,3.8,156,30,20,3675,1593,450,9191,5004,2,13
8837,1,0,4.0,241,4,13,2119,330,700,6170,3152,2,13
8838,1,0,4.0,131,0,30,2381,945,230,5406,3205,2,13
8839,1,0,3.6,41,0,13,2120,399,600,4126,3438,2,13
8840,1,0,4.0,190,28,29,2256,233,650,3938,4245,2,13
8841,1,1,4.5,715,44,20,3844,1005,1500,6191,794,2,13
8842,1,1,4.5,715,44,20,3844,1005,1500,6190,794,2,13
8843,1,0,3.9,110,42,30,2182,946,200,3509,5004,2,13
8844,1,0,3.1,320,28,20,2032,1350,700,1661,1412,2,13
8845,1,0,3.8,339,0,20,1905,64,800,8741,931,2,13
8846,1,0,4.0,204,0,14,4783,348,500,9703,2381,2,13
8847,1,0,3.5,177,0,62,2080,201,500,224,2047,2,13
8848,1,0,3.7,59,42,62,925,1152,200,382,2034,2,13
8849,1,0,3.6,90,44,62,553,824,500,1095,2987,2,13
8850,1,0,4.1,193,30,30,3272,787,300,11904,2279,2,13
8851,1,0,3.8,55,30,62,5097,949,250,1884,490,2,13
8852,1,1,4.4,3932,42,25,158,711,1600,2843,482,2,13
8853,1,0,3.9,237,42,62,1980,1547,200,2290,2793,2,13
8854,1,0,4.0,468,30,20,781,1593,600,7439,2700,2,13
8855,1,0,4.0,328,1,13,3821,460,700,2308,4421,2,13
8856,1,0,4.0,164,42,29,962,43,300,3837,335,2,13
8857,1,0,3.8,62,0,62,3054,201,300,3977,3776,2,13
8858,1,0,3.8,46,28,62,3802,1461,450,6057,3076,2,13
8859,1,0,3.3,94,42,62,5121,95,200,7885,4029,2,13
8860,1,0,3.2,49,42,62,4618,118,300,221,1801,2,13
8861,0,0,4.3,142,30,70,3254,1116,200,7336,5004,2,13
8862,1,0,4.4,944,42,13,168,433,900,8861,4034,2,13
8863,1,0,3.7,47,30,66,314,842,400,11696,5004,2,13
8864,1,1,4.2,153,1,13,2857,460,600,427,4712,2,13
8865,1,0,3.0,290,1,62,1095,1211,450,2420,747,2,13
8866,1,1,4.2,1033,28,21,4538,612,1100,2376,3368,2,13
8867,1,0,3.8,659,42,20,2937,614,500,2897,1057,2,13
8868,1,0,4.4,360,30,30,3749,771,400,6880,1739,2,13
8869,1,0,4.2,251,30,30,1278,771,300,5322,1772,2,13
8870,1,0,3.9,97,0,62,576,963,1000,2253,1776,2,13
8871,1,1,4.1,459,28,20,727,693,700,8320,1668,2,13
8872,1,0,3.9,91,30,13,2884,437,300,6587,5004,2,13
8873,1,0,3.2,908,42,20,361,1377,600,11341,1406,2,13
8874,1,0,3.7,386,0,62,2693,1470,400,1875,3099,2,13
8875,1,0,4.0,63,42,62,2215,226,150,5020,2171,2,13
8876,1,0,3.6,207,42,20,70,1046,500,890,177,2,13
8877,1,1,4.1,590,28,21,4662,686,1200,7515,3011,2,13
8878,1,0,3.8,75,40,69,859,1117,200,4408,237,2,13
8879,1,1,4.1,1781,42,57,1448,879,1200,4820,2215,2,13
8880,1,0,3.8,257,37,29,2272,1192,300,767,3255,2,13
8881,1,0,3.9,153,28,41,444,425,400,5526,1631,2,13
8882,0,0,4.4,1830,30,62,4420,871,200,11878,5004,2,13
8883,1,0,3.5,80,30,20,311,71,750,205,1417,2,13
8884,1,0,3.8,265,44,20,207,1150,650,10295,1531,2,13
8885,1,0,4.0,198,1,30,437,765,300,10187,816,2,13
8886,0,0,4.0,336,30,20,2199,1169,550,4040,5004,2,13
8887,1,0,3.8,208,0,19,557,368,400,1343,5004,2,13
8888,1,0,2.8,45,1,20,3721,1479,800,3922,3883,2,13
8889,1,0,3.5,888,44,20,4222,1371,650,2935,954,2,13
8890,1,0,3.7,54,4,13,3597,357,600,8467,4978,2,13
8891,1,0,3.6,68,42,20,143,195,700,8525,4864,2,13
8892,1,0,4.2,249,0,32,4891,208,500,601,369,2,13
8893,1,1,4.1,446,30,60,3723,690,1200,6370,3828,2,13
8894,1,0,3.9,453,44,20,4506,195,600,4964,5004,2,13
8895,1,1,4.2,344,42,20,3346,1152,700,6198,5004,2,13
8896,1,0,3.9,74,30,20,3824,127,800,3321,3293,2,13
8897,1,0,4.4,658,30,12,3340,215,600,5487,4756,2,13
8898,1,0,4.2,265,30,13,4450,387,700,4823,201,2,13
8899,1,0,3.9,138,0,62,3748,1323,300,6526,5004,2,13
8900,1,0,3.7,43,28,62,3933,1192,500,2093,5004,2,13
8901,1,0,4.1,176,4,20,448,67,800,11795,5004,2,13
8902,1,0,4.0,77,28,62,4580,1019,150,780,3440,2,13
8903,1,0,2.9,42,0,62,2762,1428,250,2136,86,2,13
8904,1,0,3.8,171,28,62,17,1152,250,12020,3486,2,13
8905,1,0,3.8,61,4,62,4666,1017,100,5418,4248,2,13
8906,0,0,3.9,77,30,41,834,1559,1200,7428,5004,2,13
8907,1,0,3.8,75,1,62,4444,834,200,2023,235,2,13
8908,1,0,3.9,410,28,20,2538,1192,500,5509,3628,2,13
8909,1,1,4.5,1878,0,13,862,392,900,6678,1802,2,13
8910,1,0,4.4,149,42,72,1301,212,350,5388,3937,2,13
8911,1,0,4.1,30,30,9,2702,229,100,7368,5004,2,13
8912,1,1,4.3,2565,42,4,300,686,1200,7540,4777,2,13
8913,0,1,4.2,738,30,13,3898,391,800,5569,5004,2,13
8914,1,1,4.4,385,42,21,3878,1104,1500,5857,1714,2,13
8915,1,0,4.2,166,42,62,2211,815,300,2880,2383,2,13
8916,1,0,3.8,76,4,62,1651,1585,300,6824,3167,2,13
8917,1,0,3.9,128,46,20,2716,1564,500,6009,2663,2,13
8918,1,0,4.0,137,30,62,4959,1567,350,4327,4673,2,13
8919,1,0,3.9,1139,42,20,315,1348,500,2733,2333,2,13
8920,1,0,4.3,64,42,30,4928,1672,250,8386,419,2,13
8921,1,0,3.8,614,0,13,3646,470,600,6593,3419,2,13
8922,1,0,3.7,72,30,20,1114,1205,450,13643,2343,2,13
8923,1,0,3.9,181,28,30,5078,765,400,9797,1575,2,13
8924,1,1,4.4,456,44,21,1211,1152,1500,7856,4282,2,13
8925,1,0,2.7,85,28,13,3816,494,500,378,3061,2,13
8926,1,0,4.0,76,40,62,4789,1598,300,10813,4013,2,13
8927,1,0,3.9,234,30,20,1724,1003,800,8829,870,2,13
8928,1,1,4.4,344,42,21,166,539,1000,8844,389,2,13
8929,1,0,3.9,152,44,29,3631,1292,500,1618,862,2,13
8930,1,0,3.9,392,44,20,2230,908,750,2232,470,2,13
8931,1,0,2.5,35,4,62,104,815,200,13916,3168,2,13
8932,1,0,3.7,55,28,62,1644,1616,200,13602,3767,2,13
8933,0,1,4.1,114,30,13,3605,377,800,13179,5004,2,13
8934,1,1,4.0,1017,28,58,225,880,1300,12490,1234,2,13
8935,1,0,3.8,145,1,13,3569,531,700,2462,3722,2,13
8936,1,0,2.8,138,0,62,2430,1447,300,4539,5004,2,13
8937,1,1,4.1,975,30,54,1519,1309,1500,3224,3642,2,13
8938,1,0,4.2,116,0,12,4430,215,400,12294,5004,2,13
8939,1,0,3.8,41,44,62,346,233,200,13529,973,2,13
8940,1,0,3.7,514,4,13,3840,456,600,1820,3991,2,13
8941,1,0,3.9,919,28,4,211,1262,1000,3916,1436,2,13
8942,1,0,3.6,68,30,62,257,254,400,8442,5004,2,13
8943,1,1,4.2,239,28,22,536,347,600,1072,5004,2,13
8944,1,0,3.9,157,85,20,2667,1192,450,606,4359,2,13
8945,1,0,3.6,192,0,29,1201,914,450,9549,5004,2,13
8946,1,1,4.0,1384,44,20,776,672,1100,3191,2301,2,13
8947,1,0,3.3,397,30,62,3426,1192,300,7019,3170,2,13
8948,1,0,4.1,464,0,13,1663,342,500,1547,4530,2,13
8949,1,0,3.9,203,0,62,3923,1447,300,2474,2760,2,13
8950,1,0,3.8,100,0,13,498,486,700,8351,2487,2,13
8951,1,1,4.2,2710,40,13,1669,402,1000,3070,4104,2,13
8952,1,0,3.9,70,1,30,5043,844,400,8718,497,2,13
8953,1,0,3.9,247,30,13,2640,404,400,12474,5004,2,13
8954,1,0,3.0,57,28,20,4107,602,650,3609,5004,2,13
8955,1,0,4.2,1061,42,13,1592,392,800,906,3164,2,13
8956,1,0,3.8,76,42,62,2493,200,500,4486,4222,2,13
8957,1,0,3.0,57,30,62,2534,1325,400,231,3816,2,13
8958,0,0,4.2,128,30,29,4076,767,400,12936,5004,2,13
8959,1,1,4.1,1244,42,20,750,1152,600,13050,5004,2,13
8960,1,1,4.0,791,28,20,1601,694,1300,5038,3078,2,13
8961,1,0,4.1,205,30,30,1283,952,300,12081,4525,2,13
8962,1,0,2.9,95,0,29,621,1428,700,1647,4494,2,13
8963,1,0,4.4,7220,42,20,1028,302,600,7065,5004,2,13
8964,1,0,3.9,339,28,62,1148,254,300,8737,5004,2,13
8965,1,0,4.2,465,0,62,2620,1175,300,5467,5004,2,13
8966,1,0,4.0,187,0,62,257,42,400,3252,5004,2,13
8967,1,0,3.8,149,42,20,1149,275,600,3379,4927,2,13
8968,1,0,4.1,140,28,20,2319,1481,800,4217,22,2,13
8969,1,0,4.1,130,30,13,3860,471,650,3384,4495,2,13
8970,1,0,2.6,208,28,20,1775,600,650,6775,82,2,13
8971,1,1,4.2,869,42,13,3556,337,600,6155,951,2,13
8972,1,1,4.0,350,1,20,4548,1515,1200,5186,5004,2,13
8973,1,0,3.3,128,1,62,2565,1192,300,13916,5004,2,13
8974,1,0,4.0,1782,30,62,1710,1440,200,1063,41,2,13
8975,1,1,4.2,294,42,20,4552,1528,800,10564,5004,2,13
8976,1,0,4.1,56,42,62,3747,815,500,8982,1925,2,13
8977,1,0,3.9,257,0,20,989,49,500,5677,1096,2,13
8978,1,0,3.8,469,4,20,2776,1204,750,8598,1765,2,13
8979,1,0,3.9,455,43,20,3229,519,1000,7770,5004,2,13
8980,1,1,4.0,150,39,20,417,704,1100,2352,1860,2,13
8981,1,0,3.9,187,45,62,2887,561,400,8533,5004,2,13
8982,1,0,4.3,326,30,20,5001,1543,400,10840,5004,2,13
8983,0,0,3.9,56,30,30,3696,793,200,7729,5004,2,13
8984,0,1,3.6,570,30,20,217,699,800,9509,5004,2,13
8985,1,0,3.9,92,28,62,1673,1598,300,7475,119,2,13
8986,1,0,4.2,1654,1,20,3216,607,600,4128,5004,2,13
8987,1,0,3.8,90,1,13,2147,330,650,1746,1559,2,13
8988,1,0,3.9,214,0,20,331,1236,600,6916,4347,2,13
8989,1,0,4.3,319,4,62,2473,1543,100,11228,3130,2,13
8990,1,0,4.0,62,43,62,3812,982,400,11469,3071,2,13
8991,1,0,3.9,191,0,62,1917,254,300,6992,5004,2,13
8992,1,0,3.5,56,30,30,5066,954,400,600,750,2,13
8993,1,1,4.0,235,42,20,4579,1137,800,4592,4238,2,13
8994,1,0,2.5,157,30,13,1694,344,450,2764,1447,2,13
8995,1,0,3.8,42,44,62,3876,830,400,5724,4893,2,13
8996,1,1,4.1,553,30,20,3609,987,900,5492,3668,2,13
8997,1,1,3.8,72,28,62,1121,1492,400,5735,5004,2,13
8998,1,0,4.2,296,1,62,3407,1152,350,13435,5004,2,13
8999,1,0,3.9,126,30,62,1578,1585,400,12228,77,2,13
9000,1,1,4.1,401,42,15,4974,420,1200,7358,1703,2,13
9001,1,1,4.1,1406,28,26,1518,1292,1100,7007,2142,2,13
9002,1,0,4.0,118,28,20,2665,602,600,7621,5004,2,13
9003,1,1,4.2,1432,28,20,3352,63,800,6766,5004,2,13
9004,1,0,4.0,70,44,30,5043,765,400,12998,4967,2,13
9005,1,0,3.6,74,42,62,723,321,600,7139,3194,2,13
9006,1,0,3.9,778,42,20,2453,264,750,880,4570,2,13
9007,1,0,4.1,167,30,62,282,254,400,623,5004,2,13
9008,1,1,3.9,488,0,13,3234,708,700,9300,1378,2,13
9009,1,0,3.8,33,42,69,4374,1113,250,8764,4053,2,13
9010,1,0,2.8,102,3,62,4242,1192,350,10221,4875,2,13
9011,1,0,3.7,179,0,62,4728,1192,400,1737,5004,2,13
9012,0,0,3.8,83,30,62,3003,1168,400,6214,5004,2,13
9013,1,1,4.4,100,45,13,3627,387,700,10273,4806,2,13
9014,1,0,4.1,600,3,62,3442,1152,400,3984,5004,2,13
9015,1,0,3.8,528,4,20,2700,1152,500,4511,5004,2,13
9016,1,0,3.7,259,42,20,778,1135,750,3082,1212,2,13
9017,1,0,3.9,77,44,30,5055,952,800,4999,4432,2,13
9018,1,0,4.6,233,30,13,3831,357,400,10727,5004,2,13
9019,1,0,4.0,260,28,62,2527,1152,300,4662,5004,2,13
9020,1,0,3.8,210,46,20,740,1231,600,7576,3277,2,13
9021,0,1,4.1,2312,30,20,3280,1192,950,9569,5004,2,13
9022,1,0,4.6,1024,44,17,3326,429,550,12503,3740,2,13
9023,1,0,3.8,273,0,20,2128,1306,900,12960,2272,2,13
9024,1,0,3.8,125,0,62,4245,1192,400,2840,5004,2,13
9025,1,1,4.2,1368,44,21,1414,121,1400,11574,3550,2,13
9026,1,0,3.8,125,0,62,4245,1192,400,2840,5004,2,13
9027,1,0,3.9,1189,0,62,2571,1192,500,6461,5004,2,13
9028,1,0,3.9,64,42,62,467,1068,300,9018,3680,2,13
9029,1,0,4.1,1114,42,20,2355,287,750,9476,5004,2,13
9030,1,0,4.1,295,0,20,1029,248,700,3910,5004,2,13
9031,1,0,3.8,42,1,62,4249,1585,300,13101,2860,2,13
9032,1,0,3.9,144,30,20,2653,1192,550,3030,5004,2,13
9033,1,0,4.3,278,44,62,2495,1152,450,1640,5004,2,13
9034,1,0,3.6,34,28,30,3979,952,300,11417,5004,2,13
9035,1,0,4.0,510,28,19,1164,458,1000,9282,2441,2,13
9036,1,0,3.7,133,30,20,4277,605,700,9136,5004,2,13
9037,0,0,3.5,335,30,20,2362,1152,600,2782,5004,2,13
9038,1,1,3.9,887,28,20,4860,1152,900,6836,5004,2,13
9039,1,0,3.6,130,1,20,4546,1087,600,415,1166,2,13
9040,1,0,2.7,73,0,20,4597,563,600,1654,1474,2,13
9041,1,0,4.0,869,0,29,4748,248,500,5961,3488,2,13
9042,1,0,4.2,310,0,29,57,1041,600,3907,132,2,13
9043,1,0,3.8,75,85,20,2109,670,1000,3648,3267,2,13
9044,1,0,4.1,216,4,13,3587,389,500,4825,707,2,13
9045,1,0,4.3,3451,44,20,827,1152,600,6584,2453,2,13
9046,1,0,4.0,73,4,0,2638,192,300,11069,5004,2,13
9047,1,0,4.4,2862,42,13,714,335,600,11030,5004,2,13
9048,1,1,4.4,677,44,20,1788,1377,1500,13451,1838,2,13
9049,1,0,3.8,244,30,20,3132,1085,650,8563,5004,2,13
9050,1,0,4.4,181,30,9,3621,229,250,6026,4200,2,13
9051,1,1,4.1,847,28,21,1443,1542,1100,6861,4789,2,13
9052,1,0,3.9,892,1,20,4642,1430,750,7974,5004,2,13
9053,1,0,3.9,85,44,62,1806,1152,400,12110,5004,2,13
9054,1,0,3.5,179,1,20,2258,1204,600,1548,5004,2,13
9055,1,1,4.3,1908,30,13,3652,421,800,13177,4649,2,13
9056,1,0,4.0,827,0,20,797,1486,500,5713,5004,2,13
9057,0,0,4.0,923,30,20,965,42,600,7745,5004,2,13
9058,1,0,4.1,210,30,32,1968,212,150,1666,3182,2,13
9059,1,0,3.6,104,1,20,3734,1674,700,3134,5004,2,13
9060,1,1,4.9,2202,42,21,1076,132,1500,10544,5004,2,13
9061,1,0,3.9,315,30,62,4938,1635,300,9259,633,2,13
9062,1,0,3.6,142,30,20,3998,1550,750,1292,5004,2,13
9063,1,0,4.0,511,44,20,3951,560,750,1527,5001,2,13
9064,1,0,3.8,291,4,20,3263,1152,600,4992,5004,2,13
9065,1,0,4.1,740,28,29,1261,563,500,1525,5004,2,13
9066,1,0,3.8,139,1,20,4647,1218,800,6065,5004,2,13
9067,1,1,4.1,294,28,20,2487,934,500,13099,3209,2,13
9068,0,0,4.0,62,30,13,4238,330,150,4886,5004,2,13
9069,0,1,3.8,234,30,20,4525,1062,1000,1503,5004,2,13
9070,1,1,4.1,1885,30,20,1513,1372,1200,11920,5004,2,13
9071,1,0,3.7,61,0,62,3252,829,350,7583,4203,2,13
9072,1,1,3.8,363,30,20,2278,289,600,4653,5004,2,13
9073,1,0,3.9,104,4,62,4702,1543,150,9375,5004,2,13
9074,1,0,3.8,106,28,29,3037,304,350,961,5004,2,13
9075,0,0,4.0,147,30,30,89,765,400,3524,5004,2,13
9076,1,0,4.3,2420,28,20,1259,1152,800,11020,5004,2,13
9077,1,0,3.6,71,0,62,4729,1244,350,13472,1171,2,13
9078,1,0,4.0,109,0,62,3482,1152,300,12393,5004,2,13
9079,1,0,4.0,233,30,62,2292,1557,400,170,5004,2,13
9080,1,0,3.9,68,0,20,739,1161,1000,5554,3703,2,13
9081,1,0,3.9,130,30,62,295,1177,400,7028,5004,2,13
9082,0,0,3.2,59,30,16,1692,434,550,13916,5004,2,13
9083,1,0,4.1,306,44,13,3104,412,600,7241,485,2,13
