,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,review,menu_item,type,city
2047,0,0,3.7,67,66,20,801,1543,500,13590,5004,0,5
2048,0,0,3.8,52,66,20,3182,1310,1200,12289,5004,0,5
2049,0,0,2.3,116,66,20,1635,600,650,4450,5004,0,5
2050,0,1,4.0,324,15,46,2260,1393,1300,6306,5004,0,5
2051,1,1,4.2,474,15,20,2512,1268,1700,13692,3809,0,5
2052,1,1,3.8,91,15,20,4290,1425,1800,6169,5004,0,5
2053,0,1,3.7,100,61,20,2109,1566,1600,8241,5004,0,5
2054,0,1,3.9,156,15,20,2075,1442,1100,13378,5004,0,5
2055,1,1,4.2,935,12,13,2855,383,750,13604,5004,1,5
2056,1,1,4.3,2660,49,13,3665,404,1200,8665,5004,1,5
2057,0,0,4.2,618,8,13,681,367,500,13520,5004,1,5
2058,1,0,3.8,72,8,13,4383,341,650,3904,4424,1,5
2059,1,0,3.6,104,8,13,684,402,800,4618,5004,1,5
2060,0,0,3.6,46,8,13,1984,330,350,6382,5004,1,5
2061,0,0,4.6,2257,12,13,2177,493,1100,11123,5004,1,5
2062,1,1,4.2,2838,65,22,3962,1006,800,6127,3193,1,5
2063,0,0,4.5,3568,76,13,638,336,900,5282,5004,1,5
2064,1,1,4.4,690,49,22,689,8,1700,5516,205,1,5
2065,0,1,4.0,1701,12,13,2975,384,1000,3450,5004,1,5
2066,0,0,4.3,2635,12,13,1665,330,600,13337,5004,1,5
2067,1,0,4.4,1084,48,1,3788,177,600,7377,894,1,5
2068,0,1,4.1,563,49,22,3320,1345,2500,13808,5004,1,5
2069,1,0,4.3,3547,12,13,696,457,650,11749,5004,1,5
2070,0,0,4.3,521,48,1,1624,1500,1400,11964,5004,1,5
2071,0,0,4.2,160,78,13,1597,497,750,11541,5004,1,5
2072,0,0,4.3,67,65,13,2813,478,400,11128,5004,1,5
2073,0,0,4.3,786,12,16,4637,451,900,3383,5004,1,5
2074,1,0,4.1,114,66,13,1679,167,700,4345,5004,1,5
2075,1,0,4.3,566,78,13,1316,405,700,2809,4839,1,5
2076,0,0,4.0,1443,49,33,805,782,500,8429,5004,1,5
2077,1,0,4.1,460,12,13,561,343,700,2155,5004,1,5
2078,1,0,3.9,461,78,16,1323,338,800,5552,5004,1,5
2079,1,0,4.3,1133,27,13,629,436,800,13349,5004,1,5
2080,0,1,3.9,296,73,13,2323,453,750,4338,5004,1,5
2081,1,0,3.6,95,27,16,3537,371,650,678,5004,1,5
2082,0,0,4.0,47,78,13,1681,459,750,5687,5004,1,5
2083,1,0,4.2,115,49,14,2324,348,500,9039,5004,1,5
2084,0,0,4.2,115,78,22,1672,1070,1000,11623,5004,1,5
2085,0,1,3.7,91,48,14,3296,351,1000,333,5004,1,5
2086,1,0,4.0,85,65,35,5093,440,400,10662,5004,1,5
2087,0,0,4.1,104,48,19,4346,469,1200,883,5004,1,5
2088,1,0,3.9,66,12,10,905,509,500,3338,5004,1,5
2089,1,0,4.2,382,78,13,5109,1474,500,3005,5004,1,5
2090,1,0,3.4,122,65,13,1622,360,600,256,5004,1,5
2091,0,1,3.9,315,49,13,2860,402,800,3207,5004,1,5
2092,0,0,3.7,145,66,22,414,569,1000,3394,5004,1,5
2093,0,0,3.9,74,76,13,2109,374,500,4018,5004,1,5
2094,0,0,3.8,99,78,13,133,418,600,10381,5004,1,5
2095,1,0,3.8,260,49,13,1697,330,700,7762,5004,1,5
2096,1,0,4.1,124,49,22,5098,656,900,2504,5004,1,5
2097,1,1,4.7,4639,15,59,1744,1454,1300,11225,5004,1,5
2098,1,0,4.3,652,15,17,817,425,750,6352,5004,1,5
2099,1,1,4.3,858,15,22,4800,657,1000,7074,5004,1,5
2100,1,0,4.2,739,15,13,4437,404,750,5164,5004,1,5
2101,1,1,4.1,94,12,62,257,925,300,2476,4255,2,5
2102,1,0,3.9,302,16,62,2045,1059,300,5903,2855,2,5
2103,1,0,4.0,473,26,62,3700,233,300,9584,566,2,5
2104,1,0,4.3,284,76,62,569,328,500,6203,4934,2,5
2105,1,0,3.8,377,66,29,4294,920,450,1505,3115,2,5
2106,1,0,4.1,210,45,9,4471,222,150,11811,3462,2,5
2107,1,0,4.0,1393,26,62,708,321,600,3169,1457,2,5
2108,1,0,3.9,142,58,20,2058,236,800,12995,4097,2,5
2109,1,0,4.1,1079,8,66,524,318,550,11212,33,2,5
2110,1,0,4.0,1072,26,62,4127,864,350,12076,4316,2,5
2111,1,0,3.8,88,20,62,4175,866,250,9737,4636,2,5
2112,1,0,4.3,290,65,72,1811,1388,500,8773,5004,2,5
2113,1,0,4.2,382,78,13,5109,1474,500,3004,3331,2,5
2114,1,0,3.5,350,18,62,760,1192,350,4311,2757,2,5
2115,1,0,4.3,889,16,29,1330,179,500,12716,689,2,5
2116,1,0,4.3,3547,12,13,696,457,650,11746,4459,2,5
2117,1,0,3.3,261,73,20,270,1192,500,1839,4296,2,5
2118,1,0,3.9,59,26,29,2513,1109,600,5646,1483,2,5
2119,1,0,4.2,128,81,29,4006,233,650,12066,1978,2,5
2120,1,0,4.4,633,65,30,2304,952,400,5745,589,2,5
2121,1,0,4.2,176,26,12,2217,1648,250,6757,4056,2,5
2122,1,0,4.0,1864,20,20,1966,1398,750,13675,3374,2,5
2123,1,0,3.5,68,81,72,4997,1152,200,8765,5004,2,5
2124,1,0,3.8,236,73,20,2158,1470,750,6958,4188,2,5
2125,1,0,3.8,61,31,62,1800,1152,400,2529,5004,2,5
2126,1,0,4.3,1217,26,20,3715,1484,1200,1957,1481,2,5
2127,1,0,3.6,206,15,62,532,320,400,12559,659,2,5
2128,1,0,3.9,370,49,70,4044,1117,200,2429,836,2,5
2129,1,0,3.8,97,81,29,3740,1461,750,1873,2161,2,5
2130,1,0,2.7,67,59,62,4146,104,400,807,210,2,5
2131,1,0,4.0,624,61,35,4771,775,450,11125,2077,2,5
2132,1,0,4.9,1746,8,30,1583,765,400,2831,5004,2,5
2133,1,1,3.8,194,76,20,2085,272,800,1953,1452,2,5
2134,1,0,4.1,204,78,62,1690,1590,250,13881,2676,2,5
2135,1,0,4.1,1443,20,20,321,109,800,7838,4350,2,5
2136,1,0,3.8,101,81,29,4229,1186,500,2248,1019,2,5
2137,1,1,4.4,2860,20,20,4357,107,750,288,3997,2,5
2138,1,0,3.7,89,20,62,997,1141,400,5846,4297,2,5
2139,1,0,4.1,1125,16,29,3728,269,650,5501,1718,2,5
2140,1,1,3.1,58,76,62,257,245,400,13408,1532,2,5
2141,1,1,4.2,1746,26,20,1039,252,750,379,5004,2,5
2142,1,0,4.3,146,78,20,731,292,650,10343,953,2,5
2143,1,1,4.4,3651,48,23,3290,1460,1300,9647,1744,2,5
2144,1,0,4.6,2490,48,20,522,807,1600,11930,2547,2,5
2145,1,1,4.3,375,26,20,3244,1652,1200,5385,4096,2,5
2146,1,1,4.3,2664,49,13,3665,404,1200,7016,2474,2,5
2147,1,0,3.9,67,12,10,905,509,500,3337,3791,2,5
2148,1,0,4.0,47,66,30,1883,771,300,12710,764,2,5
2149,1,0,3.9,189,26,29,1199,915,600,179,1330,2,5
2150,1,0,4.4,215,8,41,241,771,450,10251,2586,2,5
2151,1,0,4.0,175,78,20,1022,264,750,7822,330,2,5
2152,1,1,4.7,4657,15,59,1744,1454,1300,11223,323,2,5
2153,1,0,3.9,107,48,62,4283,1503,600,2442,852,2,5
2154,1,0,3.1,163,12,62,4157,823,350,11398,1519,2,5
2155,1,0,4.4,1087,48,1,3788,177,600,7370,893,2,5
2156,1,0,2.8,109,73,20,4899,614,500,2855,3831,2,5
2157,1,0,3.0,74,73,20,290,1152,500,13012,4565,2,5
2158,1,0,4.2,444,26,20,4866,1526,700,5154,2853,2,5
2159,1,1,4.3,2040,49,20,4634,1623,1500,9500,409,2,5
2160,1,0,3.7,123,8,43,513,556,400,838,4944,2,5
2161,1,0,4.0,568,26,11,4882,776,400,5939,2517,2,5
2162,1,0,4.2,172,14,20,2939,1147,800,2262,4883,2,5
2163,1,0,3.7,42,61,20,4842,600,900,9125,1448,2,5
2164,1,0,3.9,55,76,62,1260,254,400,8368,5004,2,5
2165,1,0,4.0,787,66,62,4217,89,400,7245,2138,2,5
2166,1,1,4.3,393,8,5,3292,890,1600,5881,696,2,5
2167,1,0,3.9,238,26,20,2196,1212,800,12607,1845,2,5
2168,1,0,3.5,60,20,62,3843,998,300,901,3434,2,5
2169,1,0,4.1,54,65,20,1772,927,400,12208,3857,2,5
2170,1,1,4.5,1621,15,20,3603,1004,1300,13624,3231,2,5
2171,1,1,3.9,54,26,62,3716,282,350,12192,3716,2,5
2172,1,0,4.3,116,76,30,5074,787,400,13144,4439,2,5
2173,1,0,3.9,306,20,20,2908,607,500,6734,37,2,5
2174,1,0,4.1,125,49,22,5098,656,900,2501,4713,2,5
2175,1,1,4.4,2560,26,20,3172,156,1600,6499,1414,2,5
2176,1,0,4.0,73,20,0,2234,173,250,2173,1608,2,5
2177,1,1,4.1,612,15,20,3532,46,1100,2111,2535,2,5
2178,1,0,3.9,100,8,70,897,1117,400,12312,2838,2,5
2179,1,0,3.9,847,20,20,3026,1141,700,5426,1366,2,5
2180,1,0,4.2,432,78,14,1607,480,700,6618,445,2,5
2181,1,0,4.0,90,20,72,461,825,650,8898,1773,2,5
2182,1,0,4.3,570,78,13,1316,405,700,11480,4839,2,5
2183,1,1,4.0,1021,8,20,3284,1371,700,6137,3514,2,5
2184,1,0,3.9,148,20,30,4176,952,500,4000,2281,2,5
2185,1,0,3.5,64,49,71,3564,932,300,5223,1695,2,5
2186,1,0,4.0,85,65,35,5093,440,400,10662,1479,2,5
2187,1,0,4.2,93,8,62,1997,1557,300,8226,3925,2,5
2188,1,0,3.8,62,76,20,3417,1585,400,8944,113,2,5
2189,1,0,3.8,83,26,32,2543,223,100,1628,2132,2,5
2190,1,0,4.1,569,26,62,4170,818,400,10153,2025,2,5
2191,1,0,3.9,113,73,62,4136,859,250,9809,255,2,5
2192,1,0,4.0,78,14,64,4459,862,350,12155,686,2,5
2193,1,0,3.9,117,49,62,3799,1470,800,11824,3102,2,5
2194,1,0,4.3,422,26,33,2184,777,400,12658,4438,2,5
2195,1,0,2.8,296,14,20,2983,233,600,5407,3217,2,5
2196,1,1,4.4,2229,48,39,4678,1010,3000,8107,4718,2,5
2197,1,0,4.2,127,8,20,4919,1650,700,3061,3964,2,5
2198,1,0,3.7,270,26,29,4337,1292,500,1398,241,2,5
2199,1,0,3.9,241,4,13,2119,330,700,6170,2738,2,5
2200,1,0,4.3,7544,12,46,3309,32,1500,11646,1512,2,5
2201,1,0,3.9,148,8,41,1872,180,450,10003,1948,2,5
2202,1,0,4.1,68,20,20,3081,1152,700,242,1387,2,5
2203,1,0,3.8,110,78,62,4234,83,300,736,2731,2,5
2204,1,0,4.0,71,26,30,5084,765,400,4966,219,2,5
2205,1,0,4.2,255,81,13,3717,399,500,13441,907,2,5
2206,1,0,4.2,50,45,29,941,179,500,9580,5004,2,5
2207,1,1,4.2,2840,65,22,3962,1006,800,6125,3193,2,5
2208,1,0,3.7,129,26,62,4957,1585,40,5599,109,2,5
2209,1,0,4.2,131,8,30,88,952,180,10774,337,2,5
2210,1,0,4.0,289,26,30,2378,765,300,12073,818,2,5
2211,1,0,3.9,61,73,9,2134,212,150,10809,1615,2,5
2212,1,0,4.2,1764,76,20,3259,623,750,1672,624,2,5
2213,1,0,3.9,454,65,62,2280,268,400,10762,1173,2,5
2214,1,0,3.8,111,15,30,1161,186,500,9754,2262,2,5
2215,1,0,3.0,144,16,62,1903,240,200,5211,1044,2,5
2216,1,0,4.3,652,15,17,817,425,750,6351,3388,2,5
2217,1,0,4.1,110,26,68,864,1117,150,8935,3246,2,5
2218,1,1,3.9,96,8,21,111,1143,1300,6236,2561,2,5
2219,1,0,4.3,1703,12,46,2781,709,1300,12010,841,2,5
2220,1,0,3.9,442,20,20,3020,294,600,11983,5004,2,5
2221,1,0,4.1,41,12,30,3251,787,150,7498,2578,2,5
2222,1,0,3.8,262,66,20,2674,602,850,12128,5004,2,5
2223,1,0,3.9,205,76,20,4132,1231,500,8678,3574,2,5
2224,1,0,4.0,113,49,20,3636,968,1000,11907,4473,2,5
2225,1,0,4.3,1283,26,16,3769,454,1000,9306,2583,2,5
2226,1,0,4.1,459,12,13,561,343,700,2150,3086,2,5
2227,1,0,3.9,450,20,20,323,103,700,10968,208,2,5
2228,1,1,4.3,858,15,22,4800,657,1000,9629,2121,2,5
2229,1,0,4.2,231,48,2,2637,192,300,10241,2992,2,5
2230,1,0,4.4,319,12,20,2567,1371,800,13373,1709,2,5
2231,1,0,3.9,224,12,20,4250,1338,950,9603,3951,2,5
2232,1,0,3.8,59,14,69,1855,851,300,11683,287,2,5
2233,1,0,3.3,65,8,13,814,434,900,6954,772,2,5
2234,1,0,3.9,206,8,20,3859,1477,800,3345,4752,2,5
2235,1,0,3.9,87,78,20,2274,1238,500,10143,3578,2,5
2236,1,1,4.2,980,78,21,4565,910,1000,5499,2899,2,5
2237,1,0,3.7,184,8,62,596,320,500,8411,4046,2,5
2238,1,0,4.1,159,76,62,3483,1447,300,8446,3584,2,5
2239,1,1,4.2,2270,76,21,2835,813,1400,6898,2916,2,5
2240,0,1,4.3,2651,8,5,152,716,1300,2096,5004,2,5
2241,1,1,4.4,1840,48,20,3874,1005,1500,8622,3850,2,5
2242,1,0,3.1,54,26,29,645,622,500,746,4533,2,5
2243,1,0,3.4,334,26,20,334,81,550,13038,3855,2,5
2244,1,0,3.5,73,48,45,3846,1472,600,670,3459,2,5
2245,1,0,4.2,739,15,13,4437,404,750,5163,3542,2,5
2246,1,0,4.1,183,48,30,1699,765,550,9812,1909,2,5
2247,1,1,4.0,2103,8,27,4302,538,2000,4221,3615,2,5
2248,1,0,4.3,94,78,20,4542,1084,550,10873,1150,2,5
2249,1,1,4.0,932,12,21,600,21,1000,2240,308,2,5
2250,1,0,4.3,392,26,13,525,339,700,6871,1949,2,5
2251,1,0,3.9,169,20,62,4129,1395,600,9958,1349,2,5
2252,1,0,3.9,64,8,63,685,817,250,7820,4197,2,5
2253,1,1,4.3,763,48,20,4835,1490,1400,13746,5004,2,5
2254,1,0,4.1,1117,8,20,3961,14,1500,3453,4829,2,5
2255,1,0,3.7,81,20,62,1633,1567,200,1145,3129,2,5
2256,1,0,4.1,114,66,13,1679,167,700,4344,3188,2,5
2257,1,0,4.0,867,48,62,1376,1604,400,2380,3959,2,5
2258,1,0,2.8,54,81,62,2716,1613,400,1219,136,2,5
2259,1,0,2.9,330,16,29,4897,998,600,3282,2568,2,5
2260,1,0,3.2,56,20,72,2106,1264,400,92,5004,2,5
2261,1,0,3.8,106,65,62,4949,1557,200,11915,4577,2,5
2262,1,0,4.1,115,26,14,952,348,450,5018,617,2,5
2263,1,0,3.9,157,85,20,2667,1192,450,605,4360,2,5
2264,1,0,4.2,391,26,13,1948,399,500,6222,2550,2,5
2265,1,0,4.0,104,20,20,4130,1256,500,13916,2842,2,5
2266,1,0,4.0,78,20,30,3249,771,500,8674,4981,2,5
2267,1,0,4.2,121,48,21,4268,1148,1000,4565,3034,2,5
2268,1,0,3.8,260,49,13,1697,330,700,7761,5004,2,5
2269,1,0,4.1,152,81,13,658,453,300,8922,396,2,5
2270,1,0,3.9,256,20,20,376,1094,700,9952,2127,2,5
2271,1,0,2.9,50,8,62,2747,1585,350,9168,730,2,5
2272,1,0,4.0,134,12,62,2104,819,450,1430,1492,2,5
2273,1,0,4.0,68,12,30,2293,765,250,6411,2194,2,5
2274,1,0,3.9,51,26,62,911,1648,200,3981,4232,2,5
2275,1,0,3.5,62,12,62,1865,264,400,4482,5004,2,5
2276,1,0,3.9,184,73,20,1689,1571,400,9847,4183,2,5
2277,1,0,4.0,1203,8,8,1550,661,2000,5474,1464,2,5
2278,1,0,3.8,208,15,20,4852,1593,400,3965,4679,2,5
2279,1,0,3.9,200,26,62,3034,1548,400,12027,5004,2,5
2280,1,1,4.0,144,26,13,2213,461,700,954,385,2,5
2281,1,0,3.9,117,78,20,1732,511,600,9959,5004,2,5
2282,1,1,4.2,937,12,13,2855,383,750,13605,4854,2,5
2283,1,1,4.3,61,8,20,98,1537,700,11121,1233,2,5
2284,1,0,4.2,33,15,30,2023,785,300,5823,2061,2,5
2285,1,0,4.4,222,49,62,678,317,700,13249,2551,2,5
2286,1,1,4.1,765,78,21,4652,28,1200,6048,215,2,5
2287,1,0,3.9,186,45,62,2887,561,400,8533,2618,2,5
2288,0,0,3.7,32,14,20,257,1331,800,1978,5004,2,5
2289,1,0,3.8,66,26,62,2008,1567,200,3150,1728,2,5
2290,1,0,3.4,50,12,20,3515,1230,600,1772,1112,2,5
2291,1,1,4.1,294,66,20,419,911,1000,5420,479,2,5
2292,1,0,3.6,82,73,20,3018,1192,500,4789,4908,2,5
2293,1,0,3.7,162,15,20,3224,602,700,267,5004,2,5
2294,1,0,4.0,48,8,20,4691,1015,1500,9572,5004,2,5
2295,1,0,2.8,94,26,20,3194,608,600,3639,5004,2,5
2296,1,0,3.9,134,81,20,4819,1533,550,8631,4407,2,5
2297,1,0,4.4,69,48,62,2404,787,300,9854,3235,2,5
2298,0,0,4.2,618,8,13,681,367,500,13520,5004,2,5
2299,1,0,3.9,257,26,20,2668,1273,650,2970,5004,2,5
2300,1,0,3.7,66,78,13,2802,481,800,3031,1706,2,5
2301,1,0,3.6,95,27,16,3537,371,650,678,1750,2,5
2302,1,0,4.2,115,49,14,2324,348,500,9039,5004,2,5
2303,1,0,3.8,71,26,13,2210,330,500,2398,1991,2,5
2304,0,1,4.1,373,8,20,745,1152,650,7926,5004,2,5
2305,1,1,4.3,225,49,5,3341,120,2000,12743,3239,2,5
2306,1,0,3.7,74,20,62,4477,1152,300,7878,5004,2,5
2307,1,0,3.4,122,65,13,1622,360,600,256,214,2,5
2308,1,0,4.1,402,15,20,2509,1374,750,5096,5004,2,5
2309,1,0,4.1,198,26,20,4557,1540,650,9398,1090,2,5
2310,1,0,3.8,74,85,20,2109,670,1000,3648,4095,2,5
2311,1,0,3.5,126,20,20,3176,556,700,3035,5004,2,5
2312,1,0,3.0,40,8,30,234,946,200,3770,3977,2,5
2313,1,0,3.7,279,8,20,4526,1268,800,12142,3403,2,5
2314,1,1,4.1,523,26,20,3733,617,800,3312,5004,2,5
2315,1,0,3.8,102,26,30,2372,787,300,3958,1637,2,5
2316,1,0,3.0,110,26,20,962,50,700,594,5004,2,5
2317,1,0,3.8,96,78,13,133,418,600,2937,2478,2,5
2318,1,0,3.6,91,26,20,280,1279,550,7347,46,2,5
2319,1,1,2.2,406,49,20,3108,1105,1000,1513,3950,2,5
2320,1,1,4.2,4732,12,20,840,1202,1500,6911,5004,2,5
2321,1,0,3.9,101,78,62,2526,1152,150,13899,5004,2,5
2322,1,0,3.8,37,78,20,1387,211,400,9075,1682,2,5
2323,0,0,3.9,122,8,20,1179,1012,500,5701,5004,2,5
2324,1,1,4.3,550,73,20,2064,568,1200,13413,2632,2,5
2325,1,0,4.0,153,26,20,4543,1268,700,6091,5004,2,5
2326,1,0,3.3,73,59,29,3740,1466,750,641,5004,2,5
2327,1,1,4.4,1110,12,21,2062,206,1200,5090,5004,2,5
2328,1,1,4.0,929,8,20,4999,1487,800,1068,1734,2,5
2329,1,0,4.0,558,26,20,2411,1273,900,2078,2458,2,5
2330,1,0,3.8,72,8,13,4383,341,650,3904,5004,2,5
2331,1,1,4.1,247,26,20,2455,1029,800,8357,5004,2,5
2332,1,1,4.6,1211,76,21,4677,144,1700,6374,5004,2,5
2333,1,1,4.5,1394,12,21,2333,556,1700,5866,13,2,5
2334,1,0,3.9,463,78,16,1323,338,800,5552,467,2,5
2335,1,1,4.4,484,76,5,4244,1120,1900,10072,4109,2,5
2336,1,1,4.3,500,48,21,4084,556,1300,7617,1547,2,5
2337,1,0,2.6,72,4,62,780,1585,300,907,5004,2,5
2338,1,1,4.0,1912,49,20,4315,1659,2100,11248,797,2,5
2339,1,0,4.1,391,15,20,2945,542,600,13415,4071,2,5
2340,1,1,4.1,450,12,20,2525,1152,1000,3894,734,2,5
2341,1,1,4.2,474,15,20,2512,1268,1700,13692,3809,2,5
2342,1,1,3.9,1361,49,37,2997,1152,2100,1482,1880,2,5
2343,1,0,4.2,133,15,20,3084,160,1500,11154,4088,2,5
2344,0,0,3.9,39,8,20,2881,615,500,7791,5004,2,5
2345,1,1,4.3,3484,48,61,5112,644,1700,5948,5004,2,5
2346,1,0,4.2,974,26,20,2608,594,1100,3012,1524,2,5
2347,1,1,4.1,860,65,20,4549,1530,1400,3528,3929,2,5
2348,1,0,4.0,779,12,20,4867,41,650,4897,4555,2,5
2349,1,0,3.6,104,8,13,684,402,800,4614,412,2,5
2350,0,0,3.4,8,8,62,4725,1152,450,10282,5004,2,5
2351,1,0,4.0,360,65,20,2413,608,1000,3367,4682,2,5
2352,1,0,3.5,98,26,20,4752,1205,600,8789,2306,2,5
2353,1,0,4.1,290,43,62,484,326,600,9287,5004,2,5
2354,1,0,3.3,201,15,20,3188,519,700,204,1394,2,5
2355,1,1,4.0,455,15,20,1731,602,1000,5059,5004,2,5
2356,1,0,4.3,901,78,20,2646,1009,2000,7313,3406,2,5
2357,1,0,3.7,50,51,20,355,1550,750,9291,5004,2,5
2358,1,1,4.2,2923,12,20,4653,966,1000,6496,3971,2,5
2359,1,1,4.1,853,12,20,2963,1530,1400,9160,3279,2,5
2360,1,1,4.1,207,26,5,1486,24,1500,2478,4476,2,5
2361,1,1,4.1,354,66,20,3122,1545,1200,2304,1024,2,5
2362,1,1,4.0,378,15,20,3286,1239,850,2813,5004,2,5
2363,1,1,4.3,3126,49,20,75,1412,1500,6316,4450,2,5
2364,1,1,4.4,218,76,20,4544,1525,850,12481,5004,2,5
2365,1,1,4.4,712,66,20,81,1086,1000,5772,5004,2,5
2366,1,0,3.6,54,20,20,1189,609,600,2527,2971,2,5
2367,1,1,3.8,297,26,20,3418,1218,1200,8531,3259,2,5
2368,1,0,4.0,176,43,29,3762,832,300,10690,5004,2,5
2369,1,0,3.9,118,20,20,463,671,1000,10637,3218,2,5
2370,1,0,4.0,2418,26,46,4483,845,1400,367,5004,2,5
2371,1,1,4.1,1053,26,72,457,707,1400,4228,5004,2,5
2372,1,1,4.4,861,49,20,1476,155,1800,4598,4460,2,5
2373,1,0,3.8,109,43,72,3760,998,400,692,5004,2,5
2374,0,1,3.8,108,78,4,3704,1192,1400,3180,5004,2,5
2375,1,0,4.0,528,18,29,661,312,350,3978,5004,2,5
2376,1,1,3.8,81,78,20,3144,602,800,12919,5004,2,5
2377,1,0,3.2,46,78,62,1805,1152,300,142,5004,2,5
2378,1,0,4.2,858,78,20,4917,1651,1800,13287,621,2,5
2379,1,0,2.1,252,26,29,2994,1382,500,1591,5004,2,5
2380,1,0,4.0,1096,78,20,67,1046,1300,3311,2110,2,5
2381,0,0,4.3,1773,65,20,2988,42,800,9517,5004,2,5
2382,0,1,4.1,1327,48,21,3699,808,2100,4607,5004,2,5
2383,0,0,4.3,67,65,13,2813,478,400,11128,5004,2,5
2384,0,0,4.0,101,66,20,1894,519,550,8974,5004,2,5
2385,0,0,3.0,107,49,20,2238,1300,800,1187,5004,2,5
2386,0,0,3.7,145,66,22,414,569,1000,3393,5004,2,5
2387,0,0,3.7,160,76,62,2993,233,300,6945,5004,2,5
2388,0,1,3.6,277,76,21,2964,55,800,9023,5004,2,5
2389,0,0,2.9,46,73,20,338,1598,550,2459,5004,2,5
2390,0,0,4.1,121,66,20,749,1192,600,12821,5004,2,5
2391,1,0,4.1,119,66,20,1728,638,1000,9994,0,2,5
2392,1,0,3.6,118,66,20,1163,519,500,2064,1286,2,5
2393,1,0,3.9,158,27,20,3197,606,1300,7648,1450,2,5
2394,1,0,3.7,46,61,20,62,1543,1000,9822,3467,2,5
2395,1,1,3.8,203,66,20,4746,1254,1200,7768,4792,2,5
2396,1,1,4.0,188,74,21,303,1357,1300,681,4469,2,5
2397,1,0,4.3,783,20,62,2579,1152,300,6817,5004,2,5
2398,1,0,3.7,111,74,20,2200,1192,550,3645,5004,2,5
2399,1,0,3.8,170,73,62,3434,1412,250,9071,5004,2,5
2400,1,0,3.6,79,65,62,1871,1548,500,6554,5004,2,5
2401,1,0,3.8,263,26,72,1933,516,700,3572,5004,2,5
2402,0,1,4.4,2039,48,21,2227,924,1200,2144,5004,2,5
2403,0,1,4.1,93,65,57,1547,662,1000,2158,5004,2,5
2404,0,0,4.1,1543,48,57,185,758,1200,1576,5004,2,5
2405,0,0,3.9,234,47,5,1544,992,1000,6,5004,2,5
2406,1,0,3.9,84,61,5,4574,721,1500,2902,5004,2,5
2407,0,0,4.3,1348,66,20,2349,284,550,2184,5004,2,5
2408,0,1,4.1,473,73,20,3557,1126,800,10958,5004,2,5
2409,0,0,4.5,3569,76,13,638,336,900,5284,5004,2,5
2410,1,1,4.4,691,49,22,689,8,1700,5517,205,2,5
2411,0,1,4.3,518,73,20,4682,1009,1400,4395,5004,2,5
2412,0,0,4.3,1187,65,20,3173,519,550,10923,5004,2,5
2413,0,0,4.4,1896,65,30,5058,954,400,12550,5004,2,5
2414,0,0,4.2,162,78,13,1597,497,750,11541,5004,2,5
2415,0,0,4.1,356,66,62,155,1177,400,10455,5004,2,5
2416,0,0,4.3,788,12,16,4637,451,900,11498,5004,2,5
2417,0,0,3.9,80,12,62,2909,519,500,10639,5004,2,5
2418,0,0,4.1,765,65,20,327,1372,800,2486,5004,2,5
2419,0,0,4.0,1443,49,33,805,782,500,8434,5004,2,5
2420,0,0,4.3,524,12,20,4288,1149,800,11168,5004,2,5
2421,0,0,4.3,183,12,30,5072,787,400,13433,5004,2,5
2422,1,0,4.3,1133,27,13,629,436,800,13350,4774,2,5
2423,0,0,4.0,101,76,62,4426,1019,150,8938,5004,2,5
2424,0,0,4.0,47,78,13,1681,459,750,5687,5004,2,5
2425,0,0,3.9,155,48,20,3676,1226,600,6503,5004,2,5
2426,0,0,3.9,52,14,72,1288,179,1200,11034,5004,2,5
2427,0,0,2.7,77,49,62,469,1231,500,4137,5004,2,5
2428,0,0,4.0,53,15,62,3095,1108,400,5513,5004,2,5
2429,0,0,3.8,95,12,62,4595,815,500,10862,5004,2,5
2430,0,0,3.9,134,76,20,3871,980,800,13211,5004,2,5
2431,0,1,3.9,156,15,20,2075,1442,1100,7083,5004,2,5
2432,0,0,4.0,209,65,20,4644,556,500,5655,5004,2,5
2433,0,0,4.2,221,76,30,2682,952,150,12731,5004,2,5
2434,0,0,4.1,399,74,62,2231,1174,300,8202,5004,2,5
2435,0,0,3.4,10,49,62,2179,1205,350,10264,5004,2,5
2436,0,0,3.8,41,65,62,4375,208,100,10294,5004,2,5
2437,0,0,3.4,27,49,62,3506,1367,300,3142,5004,2,5
2438,0,0,3.0,53,12,62,4794,1593,250,3615,5004,2,5
2439,1,0,2.8,142,20,3,1671,179,300,6852,5004,2,5
2440,1,0,3.9,430,20,20,1105,1136,550,6942,5004,2,5
2441,1,0,3.8,69,8,20,387,1583,500,4703,2762,2,5
2442,1,0,3.5,140,12,20,2684,1152,600,8407,1866,2,5
2443,1,1,3.8,198,49,20,3024,978,1600,3037,5004,2,5
2444,1,1,3.8,91,15,20,4290,1425,1800,6169,979,2,5
2445,1,1,4.3,1048,48,20,3580,977,1600,9245,3834,2,5
2446,1,0,4.1,1079,8,66,524,318,550,11212,34,3,5
2447,1,0,4.9,1746,8,30,1583,765,400,2832,5004,3,5
2448,1,0,4.4,215,8,41,241,771,450,10254,2586,3,5
2449,1,0,3.9,64,8,63,685,817,250,7820,5004,3,5
2450,1,0,3.9,148,8,41,1872,180,450,10003,1948,3,5
2451,1,0,4.2,131,8,30,88,952,180,10774,337,3,5
