,book_table,votes,location,rest_type,dish_liked,cuisines,cost,review,rate
9550,0,53,0,20,755,1247,600,3623,3.1
9551,0,65,1,62,3378,871,300,5402,3.6
9552,0,231,28,30,3644,791,800,4125,2.9
9553,0,185,0,62,4155,856,400,726,3.8
9554,0,51,3,62,2,1152,300,6781,3.7
9555,0,127,0,62,4227,866,300,4329,2.8
9556,0,67,0,62,2748,1585,300,2040,3.0
9557,0,52,1,62,4236,1543,300,8141,3.4
9558,0,141,28,62,4782,875,300,3027,3.6
9559,0,149,4,62,4419,871,150,3466,3.8
9560,0,41,0,20,962,280,450,925,3.7
9561,0,40,0,9,4596,208,400,5809,4.0
9562,0,56,3,62,2734,1583,400,4688,3.6
9563,0,25,28,62,3681,1624,200,11886,3.4
9564,0,42,0,62,3426,1283,400,9998,3.6
9565,0,34,0,62,5139,998,650,4771,3.6
9566,0,112,0,20,2109,548,500,6731,3.7
9567,0,85,28,13,3816,494,500,378,2.7
9568,0,89,28,62,1791,857,400,1192,3.8
9569,0,63,0,13,636,330,500,6669,3.8
9570,0,54,28,62,4798,1593,300,1768,3.1
9571,1,487,0,13,3234,708,700,9300,3.9
9572,0,113,0,12,912,1648,250,10858,4.0
9573,0,260,0,62,3511,1152,250,611,3.0
9574,0,187,28,13,134,337,500,8335,3.8
9575,1,1248,30,21,3779,1476,1000,5477,4.3
9576,1,1786,28,4,1408,897,1300,13552,3.9
9577,1,592,28,21,4662,686,1200,7518,4.1
9578,1,975,30,54,1519,1309,1500,3223,4.1
9579,1,446,30,60,3723,690,1200,6368,4.1
9580,1,152,30,46,3009,1153,1350,3811,3.8
9581,1,234,30,20,4525,1062,1000,1503,3.8
9582,0,697,28,52,193,683,1500,6999,4.3
9583,1,456,28,54,5116,899,1500,13022,4.5
9584,1,2499,3,57,2142,1339,900,10793,4.4
9585,1,4323,28,52,3945,623,1600,8619,4.3
9586,1,2217,28,60,1546,10,1200,11975,4.2
9587,1,1162,0,21,3271,1365,1100,1091,4.4
9588,1,1197,28,26,1001,975,1200,3852,4.2
9589,1,1407,28,26,1518,1292,1100,7008,4.1
9590,1,725,28,60,3554,888,1500,7478,4.0
9591,0,919,28,4,211,1262,1000,3916,3.9
9592,1,1017,28,58,225,880,1300,12491,4.0
9593,1,847,28,21,1443,1542,1100,6861,4.1
9594,0,97,28,21,2607,1555,1100,5001,3.4
9595,0,98,1,4,3363,1192,800,3636,3.0
9596,1,538,30,20,3127,1257,1100,7179,4.6
9597,1,3855,28,20,2630,1321,1600,12524,4.7
9598,0,357,28,20,3241,1412,1200,10877,4.3
9599,1,2461,28,20,882,1489,1000,11180,4.1
9600,1,1239,28,20,826,1419,800,6860,4.1
9601,1,1547,28,20,2331,163,1000,7610,4.1
9602,1,763,28,20,2577,1152,600,9496,3.8
9603,1,347,28,20,4723,1291,1000,4513,4.0
9604,1,561,28,20,3726,1152,800,2993,3.8
9605,0,203,28,20,4913,1310,900,2033,3.7
9606,1,165,28,20,2115,1588,1000,3561,3.9
9607,0,177,28,20,847,1218,950,12258,3.3
9608,1,2496,3,57,2140,1339,900,10792,4.4
9609,1,1976,3,20,2678,86,1000,8123,4.2
9610,1,6404,0,20,4769,811,1600,10471,4.9
9611,1,1247,30,20,3634,1339,1000,2164,4.3
9612,1,1154,0,21,3271,1365,1100,1091,4.4
9613,1,362,30,20,2278,289,600,4653,3.8
9614,1,584,30,20,4649,1377,1200,10157,3.8
9615,1,176,30,20,2995,1153,1350,4313,3.8
9616,1,1445,28,13,2864,378,800,7480,4.1
9617,0,53,28,13,3647,500,600,2085,4.1
9618,0,764,28,14,3853,356,600,2182,3.9
9619,0,510,28,19,1164,458,1000,9282,4.0
9620,0,129,28,13,2801,381,600,11914,4.0
9621,0,170,28,13,5050,359,600,9863,4.2
9622,0,386,28,13,1631,425,700,8903,4.2
9623,1,728,28,13,1677,414,800,2576,3.9
9624,0,522,28,13,3885,402,550,2411,4.1
9625,0,206,28,65,602,364,650,8380,4.1
9626,1,4410,28,22,960,1464,600,4035,4.4
9627,0,132,28,13,3921,502,400,1381,3.7
9628,1,239,28,22,536,347,600,1074,4.2
9629,0,46,28,13,2011,316,450,2714,3.8
9630,0,48,28,13,1684,434,550,4763,3.4
9631,0,127,28,13,3842,465,700,899,3.7
9632,0,153,28,41,444,425,400,5526,3.9
9633,0,85,28,13,3816,494,500,378,2.7
9634,0,187,28,13,134,337,500,8335,3.8
9635,0,41,3,41,5043,440,400,13118,4.0
9636,0,124,3,13,4272,444,500,1787,3.9
9637,0,50,3,13,1947,330,600,3361,3.9
9638,1,1265,30,22,2978,919,800,12808,4.3
9639,0,713,30,13,1623,330,500,6113,4.2
9640,0,710,30,13,2332,443,850,12579,4.1
9641,0,464,0,13,1663,342,500,1542,4.1
9642,0,130,30,13,3860,471,650,3384,4.1
9643,0,204,0,14,4783,348,500,9703,4.0
9644,0,91,30,13,2884,437,300,6587,3.9
9645,0,450,30,13,4465,360,400,13507,4.2
9646,0,310,30,13,1579,386,750,1595,4.0
9647,0,46,30,13,1627,330,400,5133,3.8
9648,0,144,46,13,2603,375,550,11936,3.9
9649,0,61,0,13,1698,330,650,5182,3.0
9650,0,614,0,13,3646,470,600,6593,3.8
9651,0,247,30,13,2640,404,400,12471,3.9
9652,0,167,30,13,1322,435,400,13916,3.7
9653,1,488,0,13,3234,708,700,9300,3.9
9654,0,52,0,72,4494,1514,250,1254,4.1
9655,0,785,0,62,3403,1593,300,2540,4.2
9656,0,630,75,29,4349,920,450,13809,3.8
9657,0,167,3,62,4269,1503,600,3058,3.2
9658,0,256,0,20,2980,280,800,13190,3.8
9659,0,247,0,62,3996,200,400,7952,3.9
9660,0,66,28,72,4382,867,300,111,4.1
9661,0,808,46,20,756,1205,500,2530,4.0
9662,0,150,0,62,3984,1042,400,1412,3.4
9663,0,418,30,62,550,328,500,3704,4.1
9664,0,556,0,30,398,771,400,13080,4.5
9665,0,215,0,62,4113,1041,200,614,3.7
9666,0,331,0,13,4801,1191,200,7754,3.9
9667,0,95,30,11,5073,212,400,9667,4.2
9668,0,735,0,20,1910,46,600,964,3.5
9669,0,209,28,72,1093,283,300,5722,3.6
9670,1,170,36,20,342,1585,700,653,3.8
9671,0,502,28,72,5004,271,400,1601,3.9
9672,0,258,0,62,3511,1152,250,609,2.9
9673,0,403,3,62,3677,1585,400,12770,4.0
9674,0,944,0,20,2915,556,600,12378,4.0
9675,0,181,0,62,4047,1457,250,2990,3.9
9676,0,199,0,62,2240,1152,300,9973,4.0
9677,0,825,30,30,2302,952,400,10571,4.4
9678,0,476,0,62,4850,1231,450,7703,3.7
9679,0,62,28,62,2110,322,300,9636,3.9
9680,0,178,3,62,257,41,250,1709,3.1
9681,0,170,46,62,1603,1590,300,2753,3.2
9682,0,101,28,62,883,1632,200,5710,3.8
9683,0,467,0,62,2054,1056,400,9674,4.2
9684,0,212,28,62,326,234,350,7681,3.3
9685,0,1972,30,20,1920,236,800,8037,4.4
9686,0,132,28,62,3516,1173,250,1731,3.7
9687,0,247,46,62,257,1192,300,4553,3.6
9688,0,130,0,62,2590,1152,150,10205,4.1
9689,0,519,28,20,1658,1585,400,10142,3.6
9690,0,474,3,62,718,321,600,4100,3.8
9691,0,70,3,30,1328,765,350,12413,3.9
9692,0,93,28,72,3957,268,600,3717,3.5
9693,0,245,46,62,3490,1253,300,4694,3.1
9694,0,456,3,20,1916,49,550,1372,3.3
9695,0,79,30,62,1784,1075,100,10150,4.0
9696,0,159,28,62,3978,1461,750,2385,2.7
9697,0,334,28,62,3118,1585,300,1479,4.0
9698,0,49,28,62,2132,309,300,8175,3.6
9699,0,313,28,62,4153,1186,500,3248,3.9
9700,0,632,30,62,3520,1450,200,5531,4.3
9701,0,253,30,30,1612,771,300,3440,4.0
9702,1,205,28,62,3563,1472,700,11060,4.0
9703,0,958,30,62,1117,1352,500,8284,4.0
9704,0,132,28,13,3921,502,400,1381,3.7
9705,0,351,30,62,531,320,400,1754,3.3
9706,0,210,30,11,4885,776,400,13916,3.9
9707,0,190,28,29,2256,233,650,3938,4.0
9708,0,1986,28,20,2447,292,800,5371,4.0
9709,0,132,0,62,2522,563,300,930,2.9
9710,0,232,28,0,455,179,500,6545,4.1
9711,0,124,46,62,4204,582,400,2537,3.9
9712,0,137,0,72,257,280,500,3157,3.4
9713,0,182,3,41,742,1177,600,4505,3.8
9714,0,380,28,20,3313,264,750,4070,4.2
9715,1,743,3,20,967,294,800,8219,4.0
9716,0,129,3,72,973,280,400,2626,3.7
9717,0,381,0,62,4261,83,250,2747,4.1
9718,0,99,0,20,2705,1585,350,2131,3.8
9719,1,4410,28,22,960,1464,600,4033,4.4
9720,1,176,30,20,2004,1587,500,2261,4.1
9721,0,153,28,62,4368,1633,200,4341,4.0
9722,0,183,28,69,4058,1117,400,10829,4.0
9723,0,171,28,62,1578,860,200,5758,3.7
9724,0,193,46,62,257,1594,300,11291,4.0
9725,0,183,0,62,4194,866,250,2522,3.9
9726,0,102,0,20,4813,1585,600,2595,3.0
9727,0,240,28,30,4178,949,500,5274,4.1
9728,0,209,30,12,2205,1648,250,945,3.2
9729,0,409,3,20,1113,0,1000,9031,4.6
9730,0,65,0,20,1935,1456,500,131,2.9
9731,0,209,3,20,1035,235,700,4541,3.8
9732,1,551,3,20,2445,1232,600,398,3.5
9733,1,367,30,20,3195,1661,1200,10951,4.1
9734,0,102,0,62,2919,535,300,12903,4.2
9735,0,358,0,62,896,1192,400,4434,3.9
9736,0,136,30,62,3449,1643,400,13820,3.9
9737,0,438,0,20,2451,195,650,3284,3.9
9738,0,513,46,20,4592,162,700,13916,3.3
9739,0,231,46,62,10,1266,400,734,2.6
9740,0,113,0,62,2746,589,400,13636,4.0
9741,0,97,30,62,4963,1543,200,483,3.9
9742,0,248,46,62,4757,1323,400,13400,3.7
9743,0,97,3,29,2513,1109,600,13305,4.0
9744,0,354,28,62,2481,1281,400,8985,3.0
9745,0,450,30,13,4465,360,400,13507,4.2
9746,0,47,28,69,4363,1117,100,11764,3.9
9747,0,126,46,20,285,290,750,3586,3.7
9748,0,85,0,62,22,854,400,5198,4.0
9749,0,115,46,62,3758,861,250,7600,3.8
9750,1,2206,28,60,1546,10,1200,13541,4.2
9751,1,1547,28,20,2331,163,1000,7608,4.1
9752,1,1230,3,20,4593,113,900,2017,3.9
9753,0,101,3,30,442,952,400,8133,3.9
9754,0,168,3,62,4708,1106,600,12696,3.7
9755,0,111,3,20,2595,42,800,3202,3.7
9756,0,578,30,20,5023,1417,900,550,3.8
9757,0,321,28,62,4600,1237,400,2426,2.5
9758,0,184,0,62,4155,856,400,724,3.8
9759,0,206,28,29,4028,1177,450,8010,4.0
9760,0,166,30,62,4943,1585,400,9420,4.0
9761,1,488,0,13,3234,708,700,9299,3.9
9762,0,155,30,9,4480,226,300,12882,4.5
9763,0,666,28,20,2070,199,650,4885,3.7
9764,0,151,30,30,5043,771,350,4177,3.8
9765,0,260,28,62,2527,1152,300,4661,4.0
9766,0,221,0,70,843,1115,400,3356,3.5
9767,0,85,28,62,4848,1486,300,7647,3.9
9768,1,177,30,20,4091,921,800,7143,4.2
9769,0,50,3,13,1947,330,600,3361,3.9
9770,0,539,28,62,3174,615,300,13429,4.3
9771,0,328,0,72,372,1181,500,3732,3.7
9772,0,36,0,32,2695,773,300,11190,4.0
9773,0,339,30,62,3221,545,300,1798,4.1
9774,0,128,46,20,2716,1564,500,6009,3.9
9775,0,306,46,20,3869,961,700,5254,4.1
9776,0,73,3,72,3966,1574,400,10669,3.9
9777,0,108,30,62,709,327,500,4904,4.0
9778,1,4321,28,52,3945,623,1600,290,4.3
9779,0,53,28,13,3647,500,600,2085,4.1
9780,0,122,3,20,3144,607,500,1667,3.0
9781,0,349,28,20,3203,607,600,2956,3.9
9782,0,69,30,62,4699,1447,200,6415,3.8
9783,0,277,0,66,868,1451,250,8460,3.4
9784,1,627,0,21,278,139,1500,2963,4.1
9785,0,258,3,62,598,320,500,10739,4.0
9786,0,241,46,62,2948,1192,300,922,3.6
9787,0,367,0,20,2580,1152,600,10548,3.8
9788,0,348,3,62,3799,1470,400,837,3.0
9789,0,37,28,62,3894,751,400,12535,3.9
9790,0,89,0,62,2206,1370,350,2588,3.1
9791,0,864,1,30,3103,787,500,7632,4.3
9792,1,1064,30,21,3608,983,1200,6555,4.1
9793,0,206,28,65,602,364,650,8380,4.1
9794,0,37,28,29,962,280,600,5800,3.7
9795,0,212,30,20,4348,917,500,2274,3.9
9796,0,289,3,62,500,6,400,5340,4.2
9797,0,677,3,45,2605,770,500,9320,4.4
9798,0,170,28,13,5050,359,600,9861,4.2
9799,0,135,30,62,4134,864,350,9469,3.9
9800,1,2241,3,21,3784,742,1200,6136,4.4
9801,0,52,30,62,2720,1583,200,4466,3.9
9802,0,92,30,62,832,228,200,12243,3.9
9803,0,91,28,0,1769,179,500,10334,4.1
9804,0,46,28,62,3802,1461,450,6057,3.8
9805,0,386,28,62,4926,1472,600,8277,3.9
9806,0,91,0,62,605,1666,400,6830,2.8
9807,1,1265,30,22,2978,919,800,12805,4.3
9808,0,799,30,13,3834,435,400,11776,4.1
9809,0,309,0,29,57,1041,600,3907,4.2
9810,0,1310,28,20,2102,623,750,8160,4.0
9811,1,205,30,57,2830,534,1000,1297,3.7
9812,0,338,0,20,1905,64,800,8740,3.8
9813,0,46,28,13,2011,316,450,2714,3.8
9814,0,671,0,20,2556,1152,500,2939,3.9
9815,0,41,3,41,5043,440,400,13118,4.0
9816,0,156,30,20,3675,1593,450,9191,3.8
9817,0,42,28,30,3990,1117,250,430,3.9
9818,0,117,46,62,4145,1329,250,227,3.3
9819,0,320,28,20,2032,1350,700,1661,3.1
9820,0,34,28,20,4498,1087,750,10431,3.9
9821,0,130,0,30,2381,945,230,5406,4.0
9822,0,81,28,62,552,824,500,2008,3.7
9823,0,140,28,62,4958,1543,100,7119,4.1
9824,0,55,30,62,5097,949,250,1884,3.8
9825,0,204,0,14,4783,348,500,9701,4.0
9826,0,122,7,29,4767,1461,750,1795,3.8
9827,0,61,0,62,3053,201,300,3977,3.8
9828,0,181,30,9,3621,229,250,6021,4.4
9829,0,193,30,30,3272,787,300,11903,4.1
9830,0,210,46,20,740,1231,600,7576,3.8
9831,0,71,0,30,5046,771,300,1359,4.0
9832,0,47,30,66,314,842,400,11701,3.7
9833,0,467,30,20,781,1593,600,7437,4.0
9834,0,359,30,30,3749,771,400,11614,4.4
9835,1,1033,28,21,4538,612,1100,2373,4.2
9836,1,459,28,20,727,693,700,8316,4.1
9837,1,446,30,60,3723,690,1200,6367,4.1
9838,1,590,28,21,4662,686,1200,7512,4.1
9839,0,80,30,20,311,71,750,205,3.5
9840,0,153,28,41,444,425,400,5526,3.9
9841,0,249,0,32,4891,208,500,601,4.2
9842,0,232,28,20,3708,1292,1000,516,4.1
9843,1,1907,30,13,3652,421,800,13176,4.3
9844,0,658,30,12,3340,215,600,5485,4.4
9845,0,89,30,62,2021,1547,200,5187,4.0
9846,0,74,30,20,3824,127,800,3320,3.9
9847,0,1781,30,62,1710,1440,200,1064,4.0
9848,0,956,28,20,2029,1609,600,8323,4.1
9849,0,265,30,13,4450,387,700,4821,4.2
9850,0,323,3,41,3565,1472,800,13916,3.6
9851,0,30,30,9,2702,229,100,7368,4.1
9852,0,77,28,62,4580,1019,150,781,4.0
9853,0,85,28,13,3816,494,500,377,2.7
9854,0,72,30,20,1114,1205,450,13641,3.7
9855,0,129,30,30,2379,765,300,10573,4.0
9856,0,614,0,13,3646,470,600,6591,3.8
9857,0,247,30,13,2640,404,400,12475,3.9
9858,0,914,28,4,211,1262,1000,2467,3.9
9859,0,55,28,62,1644,1616,200,13600,3.7
9860,0,137,30,62,4959,1567,350,4324,4.0
9861,0,77,46,13,2090,399,600,9717,3.8
9862,0,145,1,13,3569,531,700,2461,3.8
9863,0,410,28,20,2538,1192,500,5509,3.9
9864,0,181,28,30,5078,765,400,9795,3.9
9865,0,171,28,62,17,1152,250,12020,3.8
9866,0,89,28,30,2634,953,400,7590,3.8
9867,1,1445,28,13,2864,378,800,7479,4.1
9868,0,43,28,62,3933,1192,500,2093,3.7
9869,0,42,0,62,2762,1428,250,2135,2.9
9870,1,973,30,54,1519,1309,1500,3222,4.1
9871,0,70,1,30,5043,844,400,8718,3.9
9872,1,294,28,20,2487,934,500,13099,4.1
9873,0,396,30,62,3426,1192,300,7019,3.3
9874,0,100,0,13,498,486,700,8351,3.8
9875,0,464,0,13,1663,342,500,1534,4.1
9876,1,1016,28,58,225,880,1300,3333,4.0
9877,0,203,0,62,3923,1447,300,2474,3.9
9878,0,134,28,29,1753,179,300,7798,4.3
9879,0,339,28,62,1148,254,300,8737,3.9
9880,0,205,30,30,1283,952,300,12079,4.1
9881,0,192,0,29,1201,914,450,9549,3.6
9882,0,57,28,20,4107,602,650,3611,3.0
9883,1,681,3,20,1471,1270,800,12584,3.9
9884,0,57,30,62,2534,1325,400,231,3.0
9885,1,90,3,20,1,1445,800,1425,2.9
9886,0,258,0,20,989,49,500,5677,3.9
9887,0,4432,30,20,1032,284,600,13191,4.5
9888,1,1195,28,26,1001,975,1200,3855,4.1
9889,0,465,0,62,2620,1175,300,5467,4.2
9890,0,130,30,13,3860,471,650,3384,4.1
9891,0,65,7,20,2761,589,400,174,3.6
9892,0,187,0,62,257,42,400,3252,4.0
9893,0,138,28,20,2319,1481,800,5213,4.1
9894,0,601,0,62,3711,1473,700,12921,4.1
9895,1,1405,28,26,1518,1292,1100,1268,4.1
9896,0,325,30,20,5001,1543,400,10840,4.3
9897,1,72,28,62,1121,1492,400,5735,3.8
9898,0,50,3,65,4896,547,650,1097,2.7
9899,1,553,30,20,3609,987,900,5492,4.1
9900,1,350,1,20,4548,1515,1200,5186,4.0
9901,0,90,1,13,2147,330,650,1746,3.8
9902,0,191,0,62,1917,254,300,6987,3.9
9903,0,208,28,20,1775,600,650,6775,2.6
9904,1,164,46,20,4518,912,800,6291,3.6
9905,0,146,3,62,970,1214,350,13580,3.2
9906,0,92,28,62,1673,1598,300,7475,3.9
9907,0,126,30,62,1578,1585,400,12228,3.9
9908,1,790,28,20,1601,694,1300,5039,4.0
9909,0,56,30,30,5066,954,400,600,3.5
9910,0,357,28,20,3241,1412,1200,10879,4.3
9911,0,295,0,20,1029,248,700,3911,4.1
9912,0,117,28,62,271,1205,350,10826,3.8
9913,0,243,30,20,3132,1085,650,8563,3.8
9914,1,1432,28,20,3352,63,800,6767,4.2
9915,0,95,3,41,3964,672,1100,1532,3.8
9916,0,798,3,20,991,284,550,12190,3.6
9917,0,233,30,13,3832,357,400,10726,4.6
9918,0,1189,0,62,2571,1192,500,6461,3.9
9919,0,310,30,13,1579,386,750,1595,4.0
9920,0,166,30,62,282,254,400,623,4.1
9921,0,273,0,20,2128,1306,900,12958,3.8
9922,0,51,3,62,2,1152,300,6780,3.7
9923,0,133,30,20,4277,605,700,9136,3.7
9924,0,298,7,62,4019,284,450,862,2.3
9925,0,97,28,20,263,515,650,436,3.1
9926,0,136,3,20,4020,1205,500,562,3.2
9927,0,34,28,30,3979,952,300,11416,3.6
9928,1,1242,28,20,2483,1486,1200,10881,4.2
9929,0,61,28,72,1055,1048,400,9639,3.9
9930,0,129,0,62,1829,1192,400,2841,3.8
9931,0,42,1,62,4249,1585,300,13101,3.8
9932,0,516,28,19,1165,458,1000,5650,4.0
9933,0,72,28,0,1286,179,200,7534,3.8
9934,0,251,28,30,3386,952,200,12976,4.3
9935,0,600,3,62,3442,1152,400,3984,4.1
9936,0,869,0,29,4748,248,500,5961,4.0
9937,0,113,28,62,921,1645,200,6070,4.0
9938,1,728,28,13,1677,414,800,2576,3.9
9939,0,891,1,20,4642,1430,750,7974,3.9
9940,0,177,0,62,2080,201,500,224,3.5
9941,1,564,3,20,2686,1152,900,3172,3.9
9942,0,91,30,13,2884,437,300,6587,3.9
9943,0,127,28,13,3842,465,700,899,3.7
9944,0,74,36,20,1138,67,700,3287,3.0
9945,0,218,28,20,2708,1419,500,4843,3.7
9946,0,154,3,62,2789,195,600,1652,2.9
9947,0,71,0,62,4729,1244,350,13463,3.6
9948,0,210,30,32,1968,212,150,1666,4.1
9949,1,1079,28,21,114,49,800,4091,4.3
9950,0,142,30,20,3998,1550,750,1292,3.6
9951,0,82,28,47,1541,1468,1000,7725,3.8
9952,0,740,28,29,1261,563,500,1525,4.1
9953,1,239,28,22,536,347,600,1079,4.2
9954,0,2420,28,20,1259,1152,800,11019,4.3
9955,0,86,3,29,1042,37,600,2344,3.8
9956,1,362,30,20,2278,289,600,4653,3.8
9957,1,256,3,20,2049,72,800,6063,3.8
9958,0,202,3,62,3439,1192,250,97,3.9
9959,0,421,3,20,1175,602,700,10624,4.2
9960,0,84,30,69,1790,1117,400,9641,3.9
9961,0,539,3,20,1054,608,800,6002,4.0
9962,0,106,28,29,3037,304,350,963,3.8
9963,0,919,28,20,2198,1152,600,5134,3.8
9964,1,885,30,20,4714,556,1700,12655,4.3
9965,0,109,0,62,3482,1152,300,12393,4.0
9966,0,130,30,62,295,1177,400,7029,3.9
9967,0,109,3,62,4546,1080,600,1558,3.7
9968,0,233,30,62,2292,1557,400,171,4.0
9969,1,468,28,20,2960,1060,700,5441,4.1
9970,0,827,0,20,797,1486,500,5714,4.0
9971,0,115,28,62,4962,1543,200,13495,3.9
9972,0,589,28,20,2893,556,700,11822,4.1
9973,0,118,28,20,2665,602,600,7621,4.0
9974,0,63,28,3,3641,189,600,4380,3.2
9975,0,68,0,20,739,1161,1000,5554,3.9
9976,0,217,28,62,3464,1152,450,2092,3.8
9977,0,134,28,20,779,1192,650,9265,3.5
9978,0,232,30,20,44,67,600,8796,3.8
9979,1,763,28,20,2577,1152,600,9497,3.8
9980,0,181,28,20,1924,1210,550,11347,4.0
9981,0,203,28,20,4913,1310,900,2035,3.7
9982,0,315,30,62,4938,1635,300,9259,3.9
9983,0,138,28,62,4225,866,300,10185,3.1
9984,0,194,28,20,981,1551,500,4182,4.0
9985,0,195,0,62,3432,1152,400,2921,3.7
9986,1,584,30,20,4649,1377,1200,10157,3.8
9987,0,176,28,20,4018,1152,450,1458,2.3
9988,0,61,0,13,1698,330,650,5182,3.0
9989,1,432,30,20,2144,1152,800,6884,3.5
9990,0,48,28,20,2407,1331,800,13377,3.7
9991,0,200,28,62,4554,1083,400,8973,4.0
9992,0,117,0,20,3031,1177,600,884,3.8
9993,1,847,28,21,1443,1542,1100,6861,4.1
9994,0,65,28,20,2344,1416,750,9966,3.5
9995,0,39,28,20,4718,1205,500,165,2.7
9996,0,55,28,20,42,64,800,4152,3.0
9997,0,39,28,72,486,855,500,424,2.9
9998,0,146,28,20,1169,519,600,148,3.8
9999,0,117,28,62,1832,1152,150,3492,3.7
10000,0,416,30,20,2612,76,700,1249,3.8
10001,0,90,30,62,245,1543,100,12708,4.1
10002,0,162,28,29,343,1205,500,7450,3.9
10003,1,870,30,20,2873,1292,900,10321,4.0
10004,1,143,30,20,2204,1089,1000,9376,3.9
10005,0,282,30,20,4004,281,800,13916,3.8
10006,0,97,46,62,3470,1152,400,180,3.3
10007,1,1247,30,20,3634,1339,1000,2166,4.3
10008,1,1340,3,46,1556,7,1700,2389,3.9
10009,1,1027,3,20,1240,1152,1000,13002,4.1
10010,1,561,28,20,3726,1152,800,2993,3.8
10011,0,115,0,20,4871,563,550,8717,3.7
10012,0,335,3,20,381,1192,500,1606,2.8
10013,0,170,3,20,1382,974,600,4031,2.6
10014,1,1322,28,20,1895,1218,1200,7088,4.1
10015,0,135,30,20,309,1075,600,10257,3.6
10016,0,140,0,20,1904,1178,600,10164,3.1
10017,0,246,28,20,791,284,450,7129,3.7
10018,0,283,0,62,5000,204,350,4004,3.5
10019,0,1292,3,20,39,42,800,6967,4.2
10020,0,205,0,20,2357,281,550,5648,3.9
10021,0,124,3,13,4272,444,500,1792,3.9
10022,0,80,3,20,1903,45,650,13455,2.8
10023,0,66,3,20,371,588,800,830,3.4
10024,0,53,75,29,607,854,450,8482,3.1
10025,1,176,30,20,2995,1153,1350,4313,3.8
10026,1,347,28,20,4723,1291,1000,4514,4.0
10027,0,67,3,20,3978,1192,600,11014,3.3
10028,0,254,0,20,4645,519,550,2584,3.8
10029,0,288,46,62,3409,1192,500,3774,3.7
10030,0,46,0,20,2650,1192,600,3436,3.7
10031,1,1080,30,20,4650,1192,1000,11873,4.1
10032,0,66,0,62,2392,1559,300,10917,3.7
10033,0,68,30,62,1125,1136,550,10461,3.1
10034,0,43,28,20,4718,581,600,710,3.6
10035,0,185,3,20,3694,1594,450,2072,3.4
10036,1,36,30,20,5028,584,650,9787,3.7
10037,0,427,3,72,3503,1388,500,383,4.1
10038,0,476,0,72,5032,1461,600,13839,4.3
10039,1,151,30,46,3009,1153,1350,3811,3.8
10040,0,75,30,62,2040,1042,300,11042,3.8
10041,0,101,3,20,423,1075,500,8692,4.0
10042,0,425,3,30,1285,947,200,2728,4.3
10043,1,570,30,20,217,699,800,9509,3.7
10044,0,136,0,20,4581,1192,500,4114,3.7
10045,0,127,30,29,4076,767,400,12936,4.2
10046,0,163,30,62,1320,871,200,9309,4.1
10047,0,29,0,20,257,1192,500,5159,3.7
10048,0,107,3,20,257,1192,450,4096,2.9
10049,0,147,30,30,89,765,400,3524,4.0
10050,0,144,46,13,2603,375,550,11935,3.9
10051,0,118,0,30,87,952,300,6380,3.7
10052,0,90,3,20,3237,1192,750,3563,2.2
10053,0,93,30,20,3285,1192,900,5135,3.7
10054,0,291,3,20,1645,1593,250,1533,2.3
10055,0,194,28,20,2419,1585,400,10131,3.9
10056,0,109,30,20,4505,1192,500,11631,3.8
10057,0,187,28,13,134,337,500,8335,3.8
10058,1,2496,3,57,2140,1339,900,10791,4.4
10059,1,459,28,20,727,693,700,8318,4.1
10060,0,53,28,13,3647,500,600,2085,4.1
10061,0,232,28,0,455,179,500,6546,4.1
10062,0,134,28,29,1753,179,300,7799,4.3
10063,0,183,28,69,4058,1117,400,10830,4.0
10064,0,170,28,13,5050,359,600,9863,4.2
10065,0,240,28,30,4178,949,500,5274,4.1
10066,0,213,28,30,1960,955,400,8843,4.2
10067,0,240,28,30,1721,787,500,7502,3.9
10068,0,181,28,30,5078,765,400,9796,3.9
10069,0,522,28,13,3885,402,550,10683,4.1
10070,0,56,28,70,4051,1117,200,564,2.9
10071,0,73,28,0,1286,179,200,7535,3.8
10072,0,251,28,30,3386,952,200,12976,4.3
10073,0,86,28,30,2814,945,250,4147,3.9
10074,1,239,28,22,536,347,600,1078,4.2
10075,0,321,28,30,3270,771,500,2042,4.0
10076,0,51,28,29,939,179,500,3588,3.8
10077,0,89,28,30,2634,953,400,7591,3.8
10078,0,63,28,3,3641,189,600,4380,3.2
10079,0,42,28,30,3990,1117,250,456,3.9
10080,0,231,28,30,3644,791,800,4124,2.9
10081,0,45,28,11,4884,776,400,6463,3.9
10082,0,47,28,69,4363,1117,100,11762,3.9
10083,0,91,28,0,1769,179,500,10334,4.1
10084,0,34,28,30,3979,952,300,11414,3.6
10085,0,153,28,41,444,425,400,5526,3.9
10086,0,425,3,30,1285,947,200,2728,4.3
10087,0,41,3,41,5043,440,400,13118,4.0
10088,0,101,3,30,442,952,400,8134,3.9
10089,0,208,30,30,1327,952,400,13087,4.5
10090,0,74,30,20,3824,127,800,3321,3.9
10091,0,825,30,30,2302,952,400,10572,4.4
10092,0,249,0,32,4891,208,500,601,4.2
10093,0,359,30,30,3749,771,400,11615,4.4
10094,1,362,30,20,2278,289,600,4653,3.8
10095,0,193,30,30,3272,787,300,11904,4.1
10096,0,127,30,29,4076,767,400,12936,4.2
10097,0,160,0,68,4369,1636,150,4791,4.0
10098,0,71,0,30,5046,771,300,1359,4.0
10099,0,204,0,14,4783,348,500,9703,4.0
