,book_table,votes,location,rest_type,dish_liked,cuisines,cost,review,rate
6006,0,62,19,62,4946,1543,200,13916,3.8
6007,0,88,19,62,1130,1205,400,11157,3.6
6008,0,52,19,41,2428,42,500,3215,3.4
6009,0,237,19,62,1023,941,400,4348,3.8
6010,0,159,19,62,2066,198,400,7816,4.0
6011,0,130,19,62,3089,565,400,3522,3.7
6012,0,120,19,62,3740,1470,750,3808,3.2
6013,0,270,19,62,3623,1470,500,4032,3.8
6014,0,73,19,62,1364,1152,400,629,3.5
6015,0,275,19,62,3144,572,450,11447,3.4
6016,0,478,19,62,1931,1195,400,4459,3.8
6017,0,78,19,62,2792,1624,150,11839,2.9
6018,0,209,19,11,1276,212,400,1690,4.1
6019,0,371,19,29,3544,819,450,7680,4.0
6020,0,95,19,62,1104,549,400,465,3.7
6021,0,173,19,20,1107,96,650,2414,3.4
6022,1,1134,19,20,800,1315,800,11435,4.2
6023,0,262,19,62,102,1590,250,260,4.0
6024,0,522,19,20,2369,45,450,13566,3.7
6025,0,93,19,29,2516,1109,600,9567,4.1
6026,0,211,19,20,4724,1233,550,12412,3.3
6027,0,307,19,62,4207,551,250,13142,3.8
6028,0,407,19,68,3376,1451,250,7821,4.0
6029,1,1386,19,20,1170,1242,900,3655,4.3
6030,0,55,24,29,3799,1461,750,6249,4.0
6031,0,98,19,20,5004,1199,700,13697,3.6
6032,0,273,19,62,3900,1469,400,1741,3.1
6033,0,81,19,29,937,179,500,3954,3.9
6034,0,162,19,62,4411,1625,300,3931,4.0
6035,0,79,19,13,4458,357,500,1005,3.2
6036,0,426,19,62,4364,1626,150,90,4.0
6037,0,678,19,20,3030,290,800,4252,3.9
6038,0,294,19,20,2459,1251,500,5692,3.7
6039,0,399,19,20,2885,1165,700,2980,3.6
6040,1,418,19,20,4561,1534,800,2377,3.9
6041,0,514,19,20,2840,597,750,3736,3.8
6042,0,255,19,62,2589,1281,350,73,3.7
6043,0,110,19,62,4799,868,400,2421,3.7
6044,0,75,19,13,1587,434,900,4130,3.2
6045,0,176,19,45,5123,83,300,1466,3.9
6046,0,92,19,62,3744,1567,400,485,4.0
6047,0,148,19,20,4197,1360,700,808,3.5
6048,1,426,19,20,51,1222,900,11560,3.2
6049,0,75,19,62,1800,1215,350,8941,3.6
6050,0,93,19,20,618,677,400,3813,3.9
6051,0,100,19,20,3307,77,700,8834,3.7
6052,0,163,19,20,2436,1247,500,719,3.6
6053,0,63,19,20,962,562,400,1198,3.2
6054,0,214,19,62,3440,1543,300,13879,3.7
6055,0,453,19,20,2701,1152,600,75,3.6
6056,0,61,19,20,2623,195,600,8279,3.0
6057,0,153,19,20,4257,59,450,5515,3.2
6058,1,800,19,20,2966,1152,750,7899,4.2
6059,0,159,19,13,1696,424,400,9,3.8
6060,0,101,19,3,3901,191,600,13207,3.8
6061,0,163,19,35,1873,785,250,2466,3.9
6062,0,176,19,62,485,364,650,8069,3.9
6063,0,56,19,62,1041,37,600,1684,3.9
6064,0,45,19,43,3978,1192,500,12937,3.7
6065,0,54,19,30,233,952,450,11285,3.7
6066,0,352,19,20,861,1595,400,2177,3.1
6067,0,297,19,62,3956,1215,600,2127,2.8
6068,1,72,19,20,255,1192,600,1766,3.9
6069,1,537,19,5,1419,1399,1500,2594,4.0
6070,1,1249,19,60,1422,732,1200,1,4.3
6071,0,108,19,62,3886,815,400,2451,3.8
6072,0,56,19,14,1590,352,400,7086,3.7
6073,0,127,19,0,1284,179,500,3576,3.1
6074,0,477,19,62,2175,1470,400,406,2.7
6075,0,55,19,41,277,1331,400,575,3.6
6076,1,473,19,20,403,49,650,12691,3.8
6077,0,417,19,62,2713,1585,400,1519,3.9
6078,0,60,19,30,1657,186,500,10186,3.0
6079,0,380,19,20,1270,1433,1000,9280,2.9
6080,0,49,19,4,4236,1453,1200,11568,3.8
6081,0,119,19,13,2100,438,700,4660,3.0
6082,1,184,19,21,2772,592,900,3553,3.4
6083,0,67,19,30,3380,952,200,12485,4.0
6084,0,74,19,20,2047,1192,500,3316,3.6
6085,0,882,19,20,4356,743,1100,9006,4.2
6086,0,57,19,20,4722,1193,1000,2208,3.0
6087,0,83,19,20,1162,1192,700,8691,3.1
6088,0,196,19,20,392,42,600,9255,3.6
6089,1,74,19,21,367,543,1500,9199,3.7
6090,0,134,19,17,4406,425,400,1492,4.0
6091,0,38,19,20,2650,1192,500,12131,3.7
6092,0,117,19,13,3105,387,700,12319,3.9
6093,0,56,19,20,1991,1583,500,573,3.7
6094,0,126,19,62,894,1612,350,2267,2.9
6095,0,142,19,20,2261,1152,450,1351,2.4
6096,0,90,19,29,52,755,400,8048,3.9
6097,0,42,19,62,1027,1152,400,4765,3.5
6098,0,95,19,20,1267,519,500,3253,2.9
6099,0,57,19,62,5009,1192,500,3261,3.8
6100,0,64,19,13,4633,330,600,3347,3.1
6101,1,266,19,37,1517,1415,2000,12537,3.7
6102,1,863,19,22,3624,1464,600,5170,4.5
6103,0,67,19,30,3380,952,200,12485,4.0
6104,0,124,19,66,873,1451,250,12388,2.8
6105,0,273,19,62,3900,1469,400,1741,3.1
6106,0,54,19,30,233,952,450,11285,3.7
6107,0,209,19,11,1276,212,400,1690,4.1
6108,0,60,19,30,1657,186,500,10186,3.0
6109,0,101,19,3,3901,191,600,13207,3.8
6110,0,56,19,14,1590,352,400,7086,3.7
6111,0,163,19,35,1873,785,250,2466,3.9
6112,0,135,19,17,4406,425,400,1490,4.0
6113,0,64,19,3,4704,185,400,9151,2.6
6114,0,117,19,13,3105,387,700,12319,3.9
6115,0,127,19,0,1284,179,500,3576,3.1
6116,0,81,19,29,937,179,500,3954,3.9
6117,1,544,19,20,3377,172,1500,12233,4.7
6118,1,177,19,20,2082,633,1200,4491,3.7
6119,1,809,19,60,202,713,1200,10599,4.4
6120,1,1265,19,60,1422,732,1200,3,4.3
6121,1,1147,19,20,1120,1321,1600,4503,4.3
6122,1,863,19,22,3624,1464,600,5171,4.5
6123,0,882,19,20,4356,743,1100,9006,4.2
6124,1,537,19,5,1419,1399,1500,2594,4.0
6125,1,1387,19,20,1170,1242,900,3656,4.3
6126,1,1137,19,20,800,1315,800,11434,4.2
6127,1,169,19,4,1470,1297,1400,1866,4.3
6128,0,1369,19,20,1264,280,600,7805,4.0
6129,1,473,19,20,403,49,650,12691,3.8
6130,0,354,19,13,3719,503,700,4438,4.1
6131,0,2043,19,20,2989,292,800,2147,4.0
6132,1,268,19,37,4670,1164,3000,5247,4.1
6133,1,385,19,20,3146,1541,1500,13849,4.3
6134,1,180,19,60,1411,716,1300,12088,3.6
6135,1,285,19,37,2055,1316,2200,6934,3.9
6136,0,407,19,62,260,66,450,1409,3.9
6137,0,79,19,13,4458,357,500,1007,3.2
6138,0,294,19,20,2459,1251,500,5692,3.7
6139,0,678,19,20,3030,290,800,4252,3.9
6140,0,571,19,20,4832,1033,600,7881,3.8
6141,0,115,19,20,4043,537,1200,12308,3.8
6142,1,415,19,20,4311,757,1400,6917,4.0
6143,0,94,19,20,618,677,400,3813,3.9
6144,0,98,19,20,5004,1199,700,13696,3.6
6145,1,418,19,20,4561,1534,800,2377,3.9
6146,0,213,19,20,1986,1595,400,6604,3.6
6147,0,523,19,20,2369,45,450,13566,3.8
6148,1,267,19,37,1517,1415,2000,12537,3.7
6149,0,159,19,13,1696,424,400,9,3.7
6150,1,72,19,20,255,1192,600,1766,3.9
6151,0,163,19,4,3029,876,1200,4856,4.1
6152,0,1365,19,20,4590,119,700,704,3.1
6153,0,64,19,13,4633,330,600,3347,3.1
6154,0,478,19,62,1931,1195,400,4459,3.8
6155,0,74,19,20,2047,1192,500,3317,3.6
6156,0,453,19,20,2701,1152,600,75,3.6
6157,1,426,19,20,51,1222,900,11562,3.2
6158,1,800,19,20,2966,1152,750,7899,4.2
6159,0,148,19,20,4197,1360,700,808,3.5
6160,1,119,19,46,1478,883,2500,10989,4.0
6161,1,54,19,37,5103,618,2200,13650,4.0
6162,0,101,19,20,3307,77,700,8834,3.7
6163,1,183,19,21,2772,592,900,3553,3.4
6164,0,76,19,46,4986,876,1500,7085,3.8
6165,0,173,19,20,1107,96,650,2414,3.4
6166,0,514,19,20,2840,597,750,3736,3.8
6167,0,419,19,62,2713,1585,400,1519,3.9
6168,0,380,19,20,1270,1433,1000,9280,2.9
6169,0,119,19,13,2100,438,700,4660,3.0
6170,1,778,19,20,3177,602,850,11666,3.6
6171,1,116,19,4,2108,633,1200,2984,3.6
6172,0,154,19,20,4257,59,450,5515,3.2
6173,1,63,19,37,3618,961,2500,13916,4.0
6174,1,118,19,20,4322,1218,850,2445,2.5
6175,0,70,19,20,1010,1192,500,6095,3.7
6176,0,47,19,20,257,233,500,8516,3.8
6177,0,57,19,20,4722,1193,1000,2208,3.0
6178,0,83,19,20,1162,1192,700,8691,3.1
6179,0,56,19,14,1590,352,400,7086,3.7
6180,0,61,19,20,2623,195,600,8279,3.0
6181,1,410,19,4,1569,896,1500,2712,4.1
6182,0,43,19,20,4320,1289,800,120,3.5
6183,0,399,19,20,2885,1165,700,2980,3.6
6184,0,196,19,20,392,42,600,9255,3.6
6185,0,291,19,20,2886,1192,550,721,3.0
6186,1,74,19,21,367,543,1500,9198,3.7
6187,0,135,19,17,4406,425,400,1491,4.0
6188,0,539,19,20,3307,279,800,4396,3.6
6189,0,38,19,20,2650,1192,500,12130,3.7
6190,0,117,19,13,3105,387,700,12319,3.9
6191,0,216,19,20,3355,1254,500,543,3.6
6192,0,56,19,20,1991,1583,500,572,3.7
6193,1,490,19,20,257,241,500,650,3.8
6194,0,176,19,45,5123,83,300,1466,3.9
6195,0,142,19,20,2261,1152,450,1351,2.4
6196,0,95,19,20,1267,519,500,3253,2.9
6197,0,211,19,20,4724,1233,550,12412,3.3
6198,0,63,19,20,962,562,400,1199,3.2
6199,0,163,19,20,2436,1247,500,720,3.6
6200,0,73,19,62,1364,1152,400,630,3.5
6201,0,92,19,62,3744,1567,400,485,4.0
6202,0,170,19,62,4025,1263,350,9803,4.0
6203,0,55,19,41,277,1331,400,575,3.6
6204,0,177,19,62,485,364,650,8069,3.9
6205,0,237,19,62,1023,941,400,4348,3.8
6206,0,262,19,62,102,1590,250,260,4.0
6207,0,117,19,62,1928,511,300,13806,4.0
6208,0,130,19,62,3468,1490,400,12262,4.0
6209,0,505,19,62,3427,1434,250,4328,3.9
6210,0,145,19,30,1280,955,400,8208,4.0
6211,0,124,19,66,873,1451,250,12388,2.8
6212,0,273,19,62,3900,1469,400,1741,3.1
6213,0,506,19,62,4167,1186,500,12242,4.0
6214,0,154,19,62,2328,320,450,4458,3.5
6215,0,110,19,62,4799,868,400,2421,3.7
6216,0,123,19,62,677,320,500,9220,3.7
6217,0,162,19,62,4411,1625,300,3931,4.0
6218,0,57,19,62,4814,1543,200,7251,3.9
6219,0,257,19,62,2589,1281,350,74,3.7
6220,0,131,19,62,3089,565,400,3522,3.7
6221,0,159,19,62,2066,198,400,7816,4.0
6222,0,76,19,62,3230,1369,300,4287,3.8
6223,0,275,19,62,3144,572,450,11447,3.4
6224,0,427,19,62,4364,1626,150,90,4.0
6225,0,101,19,3,3901,191,600,13207,3.8
6226,0,231,19,62,2052,1326,400,1299,3.2
6227,0,108,19,62,3886,815,400,2451,3.8
6228,0,83,19,62,4768,1189,300,3259,3.4
6229,0,234,19,62,3438,1231,400,8517,3.8
6230,0,214,19,62,3440,1543,300,13878,3.7
6231,0,560,19,62,515,321,600,7020,3.8
6232,0,88,19,62,1130,1205,400,11157,3.6
6233,0,297,19,62,3956,1215,600,2127,2.8
6234,0,195,19,62,2159,1461,750,2726,2.7
6235,0,98,19,41,1307,1666,400,1054,3.6
6236,0,45,19,43,3978,1192,500,12938,3.7
6237,0,52,19,41,2428,42,500,3215,3.4
6238,0,307,19,62,4207,551,250,13142,3.8
6239,0,126,19,62,894,1612,350,2268,2.9
6240,0,42,19,62,1027,1152,400,4766,3.5
6241,0,57,19,62,5009,1192,500,3260,3.8
6242,0,95,19,62,1104,549,400,466,3.7
6243,0,75,19,62,1800,1215,350,8941,3.6
6244,0,60,19,62,3446,1152,500,3557,3.6
6245,0,332,19,62,3505,1192,250,3213,3.6
6246,0,570,19,62,2796,1192,300,2337,3.7
6247,1,1265,19,60,1423,732,1200,0,4.3
6248,1,809,19,60,202,713,1200,10601,4.4
6249,1,116,19,4,2108,633,1200,2984,3.6
6250,1,537,19,5,1419,1399,1500,2594,4.0
6251,1,169,19,4,1470,1297,1400,1867,4.3
6252,1,180,19,60,1411,716,1300,12089,3.6
6253,0,163,19,4,3029,876,1200,4856,4.1
6254,1,119,19,46,1478,883,2500,10989,4.0
6255,1,183,19,21,2772,592,900,3553,3.4
6256,0,76,19,46,4986,876,1500,7085,3.8
6257,1,410,19,4,1569,896,1500,2712,4.1
6258,1,116,19,4,2108,633,1200,2984,3.6
6259,1,809,19,60,202,713,1200,10598,4.4
6260,1,1265,19,60,1423,732,1200,2,4.3
6261,1,537,19,5,1419,1399,1500,2594,4.0
6262,1,169,19,4,1470,1297,1400,1867,4.3
6263,1,180,19,60,1411,716,1300,12090,3.6
6264,0,163,19,4,3029,876,1200,4856,4.1
6265,0,49,19,4,4236,1453,1200,11569,3.8
6266,1,183,19,21,2772,592,900,3553,3.4
6267,1,410,19,4,1569,896,1500,2712,4.1
6268,1,74,19,21,367,543,1500,9197,3.7
6269,0,1864,20,20,1966,1398,750,13674,4.1
6270,1,188,74,21,303,1357,1300,681,4.0
6271,1,153,78,37,3610,17,2800,7280,4.3
6272,1,324,15,46,2260,1393,1300,6306,4.0
6273,1,475,15,20,2512,1268,1700,13692,4.2
6274,0,183,78,20,2628,1316,2200,7300,3.9
6275,1,91,15,20,4290,1425,1800,6169,3.8
6276,1,198,49,20,3024,978,1600,3037,3.8
6277,1,158,15,20,2075,1442,1100,7083,3.9
6278,0,62,20,13,571,390,1100,5892,3.9
6279,0,147,20,63,108,348,700,4522,4.1
6280,0,362,20,13,1946,381,700,1717,3.8
6281,0,252,20,1,2311,175,350,10146,4.1
6282,0,45,20,13,1676,381,600,9741,2.9
6283,1,4678,15,59,1744,1454,1300,12058,4.7
6284,1,2671,49,13,3665,404,1200,7014,4.3
6285,0,654,15,17,817,425,750,6353,4.3
6286,0,164,78,13,1598,497,750,11542,4.2
6287,0,570,78,13,1316,405,700,11482,4.3
6288,0,153,81,13,658,453,300,8923,4.1
6289,1,860,15,22,4800,657,1000,9630,4.3
6290,0,740,15,13,4437,404,750,5164,4.2
6291,0,462,78,16,1323,338,800,5552,3.9
6292,1,1852,78,13,694,457,650,4442,4.1
6293,0,1133,27,13,629,436,800,13350,4.3
6294,0,95,27,16,3537,371,650,678,3.6
6295,0,47,78,13,1681,459,750,5687,4.0
6296,0,66,78,13,2802,481,800,3031,3.7
6297,0,432,78,14,1607,480,700,6623,4.2
6298,0,115,78,22,1672,1070,1000,11624,4.2
6299,0,255,81,13,3717,399,500,13441,4.2
6300,0,382,78,13,5109,1474,500,3005,4.2
6301,1,315,49,13,2859,402,800,3207,3.9
6302,0,37,78,20,1387,211,400,9075,3.8
6303,0,44,81,13,5048,485,1100,12179,4.0
6304,0,96,78,13,133,418,600,2937,3.8
6305,0,61,2,13,1610,434,450,6287,3.9
6306,0,531,57,29,1216,920,450,59,3.6
6307,0,285,76,62,569,328,500,6203,4.3
6308,0,1393,26,62,708,321,600,3170,4.0
6309,0,2692,60,20,3712,1398,750,549,4.0
6310,0,474,26,62,3700,233,300,9584,4.1
6311,0,117,35,62,2117,83,300,2995,3.7
6312,0,154,60,20,4239,1152,600,119,3.7
6313,0,1413,35,62,4181,1111,300,5912,4.4
6314,0,169,20,62,4129,1395,600,9958,3.9
6315,0,128,81,29,4006,233,650,12066,4.2
6316,0,58,26,29,2513,1109,600,5646,3.9
6317,0,71,81,72,4997,1152,200,8765,3.4
6318,0,61,31,62,1800,1152,400,2529,3.8
6319,0,1074,26,62,4127,864,350,3940,4.0
6320,0,238,60,62,1845,1192,400,8005,3.3
6321,0,418,35,20,2037,1520,800,8213,3.9
6322,0,97,81,29,3740,1461,750,1874,3.8
6323,0,89,20,62,4175,866,250,9738,3.8
6324,0,119,35,72,257,265,500,19,2.9
6325,1,1751,26,20,1039,252,750,380,4.2
6326,0,3248,26,20,990,292,800,8772,4.1
6327,1,691,26,20,3130,1527,1000,12746,4.4
6328,0,104,81,29,4229,1186,500,3545,3.8
6329,0,73,59,29,3740,1466,750,640,3.3
6330,0,67,59,62,4146,104,400,807,2.7
6331,0,1080,8,66,524,318,550,11213,4.0
6332,0,58,20,72,2106,1264,400,1024,3.0
6333,0,735,26,20,2548,1152,950,12574,4.1
6334,0,206,15,62,532,320,400,12559,3.6
6335,0,389,26,62,4713,1106,600,5138,4.1
6336,0,635,65,30,2304,952,400,5746,4.4
6337,0,331,23,62,460,320,300,10452,4.3
6338,0,1447,20,20,321,109,800,7839,4.1
6339,0,104,78,62,2526,1152,150,13899,3.9
6340,0,58,26,70,100,1117,200,7950,4.1
6341,0,302,20,20,3799,1470,750,1056,3.3
6342,0,205,78,62,1690,1590,250,159,4.1
6343,0,75,20,62,4477,1152,300,7878,3.7
6344,1,2867,20,20,4357,107,750,12890,4.4
6345,0,89,20,62,997,1141,400,5846,3.7
6346,0,229,20,20,1150,1192,500,11105,3.8
6347,0,93,35,62,2039,1054,400,13418,3.7
6348,0,154,26,20,4543,1268,700,6091,4.0
6349,0,227,2,62,3706,998,600,302,2.6
6350,0,239,26,20,2196,1212,800,12607,3.9
6351,1,229,35,20,3129,1061,550,2577,4.1
6352,0,148,78,20,730,292,650,8555,4.3
6353,1,59,76,62,257,245,400,2544,3.1
6354,0,186,35,62,1185,556,500,12818,3.9
6355,1,378,26,20,3245,1652,1200,4273,4.3
6356,0,42,61,20,4842,600,900,9125,3.7
6357,1,1434,35,20,4656,1621,1500,2562,4.3
6358,0,298,26,20,4537,577,800,13539,4.1
6359,0,975,26,20,2608,594,1100,3011,4.2
6360,0,382,78,13,5109,1474,500,3005,4.2
6361,1,765,48,20,4835,1490,1400,9267,4.3
6362,1,1852,78,13,694,457,650,4441,4.1
6363,0,68,60,20,257,307,450,10675,3.6
6364,0,1743,8,30,1583,765,400,2833,4.9
6365,1,3657,48,23,3291,1460,1300,4400,4.4
6366,1,194,76,20,2085,272,800,1953,3.8
6367,0,265,26,64,691,647,700,4830,4.0
6368,0,176,78,20,1022,264,750,7823,4.0
6369,1,4734,12,20,840,1202,1500,6115,4.2
6370,0,54,20,20,1189,609,600,2526,3.6
6371,0,190,35,20,3462,1054,600,13284,3.9
6372,0,127,35,62,2096,849,400,13230,3.8
6373,0,2496,48,20,522,807,1600,11934,4.6
6374,0,59,26,0,3525,173,500,5925,3.9
6375,0,151,2,62,2157,1472,500,1196,3.8
6376,0,135,20,20,422,284,600,13836,3.9
6377,0,198,26,20,4557,1540,650,9398,4.1
6378,0,47,66,30,1883,771,300,12710,4.0
6379,0,175,14,20,2939,1147,800,4795,4.2
6380,0,107,48,62,4283,1503,600,2442,3.9
6381,1,1401,12,21,2333,556,1700,9305,4.5
6382,1,2671,49,13,3665,404,1200,7013,4.3
6383,1,4678,15,59,1744,1454,1300,12055,4.7
6384,0,306,20,20,2908,607,500,6734,3.9
6385,0,132,20,62,4199,117,400,5196,3.9
6386,0,851,20,20,3025,1141,700,5426,3.9
6387,0,85,65,35,5093,440,400,10662,4.0
6388,0,5308,26,1,1675,177,600,9488,4.2
6389,1,397,8,5,3292,890,1600,5886,4.3
6390,0,258,26,20,2668,1273,650,2970,3.9
6391,0,570,78,13,1316,405,700,11483,4.3
6392,0,200,26,62,3034,1548,400,12027,3.9
6393,0,54,14,11,4886,776,400,452,3.9
6394,0,29,0,0,1296,179,500,6794,4.0
6395,0,62,20,62,3843,998,300,1445,3.5
6396,0,112,20,20,3198,519,1000,1715,3.1
6397,1,2040,49,20,4634,1623,1500,9502,4.3
6398,0,90,20,72,461,825,650,8899,4.0
6399,1,1623,15,20,3603,1004,1300,13626,4.5
6400,0,443,20,20,3020,294,600,7960,3.9
6401,1,1112,12,21,2062,206,1200,5088,4.4
6402,0,40,35,62,458,313,550,4089,3.9
6403,0,173,21,62,975,233,300,4457,3.8
6404,0,391,15,20,2945,542,600,13415,4.1
6405,1,617,15,20,3532,46,1100,2114,4.1
6406,0,67,12,10,905,509,500,3338,3.9
6407,0,227,26,20,3421,1650,800,1940,4.2
6408,0,123,8,43,513,1666,400,839,3.7
6409,0,69,20,20,3081,1152,700,240,4.1
6410,0,558,26,20,2411,1273,900,2078,4.0
6411,0,116,76,30,5074,787,400,13146,4.3
6412,0,48,34,62,586,830,450,410,2.4
6413,0,87,78,20,2274,1238,500,10143,3.9
6414,0,1838,26,20,3960,1447,900,9530,3.9
6415,0,216,8,41,241,771,450,10253,4.4
6416,0,62,76,20,3417,1585,400,8944,3.8
6417,0,76,35,62,4772,1057,450,13029,3.6
6418,0,131,26,62,4957,1585,40,6640,3.7
6419,0,209,35,62,3952,1146,550,2218,4.0
6420,0,49,35,62,1688,1593,300,8775,3.8
6421,1,2230,48,39,4678,1010,3000,8111,4.4
6422,0,163,12,62,4157,823,350,11402,3.1
6423,0,382,35,20,3233,555,700,2853,4.1
6424,0,73,20,0,2234,173,250,2931,4.0
6425,0,184,26,62,604,364,650,587,4.3
6426,0,283,26,20,1192,519,700,3722,2.7
6427,0,48,26,62,2930,1510,200,9719,4.0
6428,0,194,20,20,3231,608,800,6616,3.9
6429,0,289,26,30,2378,765,300,12074,4.0
6430,0,334,26,20,334,81,550,13039,3.4
6431,0,69,26,20,1842,515,750,6976,4.0
6432,1,452,12,20,2525,1152,600,12970,4.1
6433,0,85,26,13,631,833,450,7026,3.9
6434,0,83,26,32,2543,223,100,1628,3.8
6435,0,125,26,62,2936,614,500,1568,2.6
6436,0,78,14,64,4459,862,350,12158,4.0
6437,0,117,78,20,1732,511,600,9959,3.9
6438,1,500,48,21,4084,556,1300,7616,4.3
6439,1,1219,76,21,4677,144,1700,8422,4.6
6440,0,131,8,30,88,952,180,10774,4.2
6441,1,475,15,20,2512,1268,1700,13692,4.2
6442,0,296,14,20,2983,233,600,5407,2.8
6443,1,1362,49,37,2997,1152,2100,1483,3.9
6444,0,218,35,20,4496,67,600,4535,3.9
6445,0,255,20,20,376,1093,700,986,3.9
6446,0,46,78,62,1805,1152,300,139,3.2
6447,0,149,20,30,4176,952,500,4000,3.9
6448,0,719,35,13,686,372,1000,8441,4.0
6449,0,201,21,20,2932,556,550,5490,3.8
6450,0,904,78,20,2646,1009,2000,7313,4.3
6451,0,63,2,20,3088,1193,500,4065,3.4
6452,0,133,15,20,3084,160,1500,11154,4.2
6453,0,87,2,62,3153,519,450,11261,3.7
6454,0,7546,12,46,3309,32,1500,11647,4.3
6455,1,1022,8,20,3284,1371,700,6139,4.0
6456,0,288,20,62,3740,1470,400,3599,3.7
6457,0,402,15,20,2509,1374,750,5096,4.1
6458,0,1098,78,20,67,1046,1300,13655,4.0
6459,1,688,26,20,2961,1084,1000,10420,4.3
6460,0,566,26,20,3683,1595,400,9511,3.0
6461,1,2924,12,20,4653,966,1000,6494,4.2
6462,0,1380,20,20,4553,1084,700,12661,4.3
6463,0,105,20,20,4130,1256,500,13916,4.0
6464,1,2840,65,22,3962,1006,800,6132,4.3
6465,0,1707,12,46,2781,709,1300,11233,4.3
6466,0,205,76,20,4132,1231,500,8678,3.9
6467,0,1766,76,20,3259,623,750,1673,4.2
6468,0,255,81,13,3717,399,500,13441,4.2
6469,1,96,8,21,111,1143,1300,6237,3.9
6470,0,450,20,20,323,103,700,10968,3.9
6471,0,86,60,20,4745,563,500,1027,3.5
6472,0,126,20,20,3176,556,700,3035,3.5
6473,0,654,15,17,817,425,750,6353,4.3
6474,1,836,35,13,3297,472,800,3040,4.1
6475,1,982,78,21,4565,910,1000,12793,4.2
6476,1,1913,49,20,4315,1659,2100,1695,4.0
6477,0,119,20,20,463,671,1000,10637,3.9
6478,0,184,8,62,596,320,500,8411,3.7
6479,1,487,76,5,4244,1120,1900,10071,4.4
6480,0,148,8,41,1872,180,450,10003,3.9
6481,0,42,12,30,3251,787,150,7498,4.1
6482,0,47,2,70,1785,1117,150,4936,3.8
6483,0,110,26,20,962,50,700,594,3.0
6484,0,31,2,41,5076,771,300,11240,3.8
6485,1,2112,8,27,4301,538,2000,4226,4.0
6486,0,207,15,20,4852,1593,400,3965,3.8
6487,1,860,15,22,4800,657,1000,9630,4.3
6488,0,781,12,20,4867,41,650,4897,4.0
6489,0,224,12,20,4250,1338,950,9604,3.9
6490,0,49,61,32,1973,212,150,13100,3.9
6491,0,80,20,30,3249,771,500,8674,4.0
6492,0,84,26,30,1962,959,300,13863,3.9
6493,1,2273,76,21,2835,813,1400,6900,4.2
6494,1,929,8,20,4999,1487,800,1068,4.0
6495,1,765,78,21,4652,28,1200,4240,4.1
6496,1,456,15,20,1731,602,1000,5059,4.0
6497,0,113,49,20,3636,968,1000,11908,4.0
6498,0,110,26,68,864,1117,150,8935,4.1
6499,0,461,12,13,561,343,700,2152,4.1
6500,0,740,15,13,4437,404,750,5164,4.2
6501,1,1842,48,20,3874,1005,1500,8624,4.4
6502,0,231,48,2,2637,192,300,10242,4.2
6503,0,106,65,62,4949,1557,200,11915,3.8
6504,1,63,8,20,98,1537,700,11121,4.3
6505,0,66,78,13,2802,481,800,3031,3.7
6506,0,201,12,62,3477,859,250,2213,3.9
6507,1,864,49,20,1476,155,1800,4599,4.4
6508,0,111,15,30,1161,186,500,9753,3.8
6509,0,73,65,30,5043,771,350,825,3.7
6510,0,48,8,20,4691,1015,1500,9572,4.0
6511,0,319,12,20,2567,1371,800,13374,4.4
6512,0,121,48,21,4268,1148,1000,4561,4.2
6513,0,51,26,62,911,1648,200,3981,3.9
6514,0,134,81,20,4819,1533,550,8631,3.9
6515,0,56,81,62,2716,1613,400,2058,2.8
6516,0,392,26,13,1948,399,500,8254,4.2
6517,0,62,12,62,1865,264,400,4482,3.5
6518,0,149,15,12,127,1648,250,3698,3.8
6519,1,933,12,21,600,21,1000,2238,4.0
6520,1,854,12,20,2963,1530,1400,10704,4.2
6521,0,868,48,62,1376,1604,400,2382,4.0
6522,0,205,8,20,3859,1477,800,1433,3.9
6523,0,223,49,62,678,317,700,13248,4.4
6524,0,98,26,20,4752,1205,600,8789,3.5
6525,0,183,48,30,1699,765,550,9812,4.1
6526,0,169,20,20,4582,91,600,3782,4.0
6527,0,50,8,62,2747,1585,350,9171,2.9
6528,0,1120,8,20,3961,14,1500,3455,4.1
6529,1,3135,49,20,75,1412,1500,6317,4.3
6530,0,58,20,62,293,564,500,7345,3.7
6531,0,81,20,62,1633,1567,200,1144,3.7
6532,0,91,26,20,280,1279,550,7351,3.6
6533,0,68,48,62,2404,787,300,9854,4.4
6534,1,608,20,20,2871,758,1100,8683,4.0
6535,1,218,76,20,4544,1525,850,12482,4.4
6536,0,37,78,20,1387,211,400,9075,3.8
6537,0,43,26,62,2464,1543,150,9129,3.9
6538,0,221,20,20,2660,602,850,1833,3.9
6539,0,161,15,20,3224,602,700,267,3.7
6540,0,59,14,69,1855,851,300,11680,3.8
6541,0,858,78,20,4917,1651,1800,13287,4.2
6542,0,32,14,20,257,1331,800,1978,3.7
6543,1,91,15,20,4290,1425,1800,6169,3.8
6544,0,196,20,20,4101,1152,600,3267,3.6
6545,1,297,66,20,418,911,1000,5421,4.1
6546,0,279,8,20,4526,1268,800,12142,3.7
6547,0,1207,8,8,1550,661,2000,5474,4.0
6548,0,72,35,20,4524,1084,400,2247,4.0
6549,0,34,15,30,2023,785,300,5823,4.2
6550,0,50,12,20,3515,1230,600,1772,3.4
6551,1,59,26,20,2327,519,1500,13916,3.7
6552,0,137,26,21,4556,1192,750,6777,3.8
